MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3424_1,0.414815901,0.427799022,0.295793394,2.092646732,3.189310186,0.193923644,0.200627964,1.487357775,0.295694864,1.347824058,0.424441946,0.331585022,0.296158146,0.291698508,0.877651679,0.790637515,1.009266176,1.001249336,0.448982142,0.650512523,0.361459821,0.408240068,0.206770429,1.025521717,2.529197536,1.804614969,0.270901372,0.298363309,0.605540442,0.127274556,0.386486763,1.927646652,0.663869498,0.40466385,0.42105614,0.621707421,0.699323095,0.350914709,0.614555401,0.354638292,0.390289359,0.49514479,0.345918369,0.161940584,0.892258899,0.170278007,1.40423584,0.27697851,0.213362005,0.621707901,0.085538131,0.145208733,0.183885589,0.091904194,0.149762965,0.121781818,0.158533076,0.135708735,0.162195968,0.106938216,0.399353502,0.252999381,1.205349136,1.554312227,0.159020744,1.24080897,0.626595498,0.229322595,0.186191186,0.132458907,0.151460835,0.106443734,0.488807473,0.112271299,0.206168477,0.201638704,1.864136867,Ts65Dn,Saline,S/C,t-SC-s
3424_2,0.34632623,0.578892511,0.363346564,2.55313338,2.652764701,0.195990836,0.15569349,3.758322267,0.184379714,1.405839837,0.559235246,0.284614386,0.239937264,0.211148441,0.742207049,0.463993329,1.468532197,1.801383168,0.436440892,0.616600908,0.37223199,0.349587794,0.151484028,1.16867123,2.468445303,0.985679242,0.160149973,0.284603453,0.758646832,0.244775664,0.400007139,1.301972221,0.263821292,0.575553038,0.330815952,0.640836338,0.527462629,0.246283449,0.453089503,0.278270467,0.243570215,0.316286388,0.269305432,0.177145601,0.864023246,0.166472565,0.643948172,0.299584032,0.359607057,0.850336616,0.114628315,0.177504605,0.174971853,0.107784519,0.150476599,0.166224633,0.166325958,0.122141927,0.269541741,0.12933087,0.352934074,0.272921347,1.264762734,2.35643591,0.152496016,1.161133335,0.751806197,0.252306565,,0.132463707,0.108824532,0.163346611,0.434335789,,,,1.521167104,Ts65Dn,Memantine,C/S,t-CS-m
3424_3,0.227480149,0.56874531,0.383908884,2.575169609,4.152739741,0.274023824,0.187193603,2.179244725,0.243687806,1.153676191,0.372321474,0.325453878,0.285683816,0.268371339,1.002020908,1.184816961,2.175547098,1.262118254,0.401703999,0.851657325,0.286708163,0.301367077,0.17253427,1.295571665,3.083798634,1.218618783,0.253406819,0.302787612,0.762486345,0.164216589,0.392451462,2.464518757,1.43836326,0.482248027,0.435395231,0.929259494,0.541199934,0.382621003,0.66852609,0.409194792,0.286476493,0.42971721,0.328201214,0.206512616,1.1294148,0.12272845,1.18150009,0.2870756,0.531891797,1.171827562,0.083730244,0.154481806,0.192914817,0.132818047,0.171091925,0.211053068,0.200699251,0.10854613,0.203638406,0.124864014,0.587718515,0.279487099,1.525364483,2.544911001,0.168920183,1.219382482,0.725814155,0.217957103,0.149549072,0.122661187,0.144344003,0.11403063,0.512826289,0.128241984,0.176923574,0.190814902,0.981257898,Ts65Dn,Saline,S/C,t-SC-m
3424_4,0.230192712,0.518161994,0.307090757,2.475114225,4.827767296,0.247067943,0.250503525,5.56184321,0.228278999,1.880310093,0.220245251,0.317387862,0.429831081,0.327366957,0.877151351,0.347869177,1.523197067,1.157213509,0.42379085,0.991691843,0.285224659,0.493018435,0.181260507,1.39767372,2.033353804,0.961273253,0.250528932,0.273188089,0.624818007,0.175045875,0.393892724,2.742758559,0.751102862,0.523886961,0.643112317,0.973358907,0.801309499,0.54543497,0.697641641,0.416363623,0.461800105,0.551106555,0.674638954,0.194198328,0.971631969,0.144005965,1.882129868,0.285020261,0.351896025,1.250837909,0.058405282,0.182725425,0.186985818,0.129767858,0.179125476,0.193668224,0.185659788,0.138149964,0.244081507,0.162329545,0.649763584,0.264489976,1.582447797,2.497982484,0.161271515,1.396162143,0.836890821,0.212184676,0.174003161,,0.126475721,0.120155297,0.445124501,,0.114964371,0.376429902,1.126352187,Control,Memantine,S/C,c-SC-m
3424_5,0.389852095,0.459499182,0.212386795,1.911676549,3.603267383,0.252068826,0.157883438,3.143254126,0.177419174,1.02908642,0.272190659,0.270977682,0.235758526,0.289593129,0.704682634,0.684239389,1.230082751,1.265393113,0.317516867,0.645215151,0.289616819,0.350118924,0.144963801,0.893356852,1.738814685,0.990890004,0.160149973,0.248728381,0.560142403,0.138844229,0.372193015,1.64009047,0.467079616,0.544291888,0.501274021,0.689514434,0.434232805,0.426716345,0.497225642,0.348596376,0.339134477,0.418848585,0.146940228,0.157138452,0.861148829,0.125707614,0.643948172,0.254388833,0.256915597,0.932802885,0.128782628,0.172535373,0.14787009,0.126274569,0.145426817,0.193021361,0.123964088,0.124648424,0.200681656,0.153164566,0.639185124,0.254999548,1.406565203,2.192823241,0.209555468,1.313595121,0.735197156,0.259505071,0.182066179,0.147663462,0.121264101,0.154114819,0.390062947,0.143735378,0.288357879,0.361616785,0.870351123,Control,Memantine,S/C,c-SC-m
3424_6,0.294623345,0.474326724,0.313404617,1.599027761,2.891874952,0.285655111,0.174769979,5.939958435,0.226747407,1.252306922,0.316261437,0.32745233,0.329930877,0.370142187,0.907865206,1.175099803,1.893635529,1.251912259,0.457461267,0.972651819,0.26592845,0.332626502,0.193319718,0.632922692,1.77488938,1.141631902,0.252177116,0.289116177,0.793624435,0.167010447,0.427722913,3.194291151,0.841601249,0.477680677,0.448997465,0.828925164,0.652649789,0.38385659,0.694746962,0.370299069,0.304788761,0.49055703,0.41636946,0.262144769,1.098374496,0.132208862,1.603956845,0.298656606,0.226782553,0.987453943,0.125162875,0.122419929,0.195369887,0.130795157,0.154998803,0.210754895,0.155316838,0.10901774,0.201517799,0.138677491,0.577800117,0.261031163,1.706807668,2.427825864,0.182103879,1.438499872,0.831527251,0.19762154,0.122189422,,0.146606153,0.100644269,0.516328861,0.195947078,0.215578076,,1.151482729,Control,Memantine,S/C,c-SC-m
3424_7,0.335806859,0.501469503,0.304106644,2.18324847,3.666920521,0.249206789,0.199104527,5.100028108,0.203832749,1.612706254,0.597266641,0.347357047,0.372871938,0.238352586,0.873302529,0.814342772,1.344141996,1.732235106,0.438579727,0.561488498,0.606147937,0.370548571,0.188058945,0.892186659,2.398483515,1.214094639,0.278003594,0.284833436,0.73501174,0.174893932,0.410029503,2.04689337,0.561173491,0.42638772,0.458840975,0.756474821,0.667545815,0.392139613,0.558003948,0.344623406,0.306576096,0.430327691,0.429762604,0.177992803,0.905367977,0.172496775,1.953388665,0.292876553,0.354841216,1.134717652,0.194529673,0.137207051,0.189449563,0.127086282,0.169445124,0.157189546,0.148673119,0.10790597,0.183603237,0.104534224,0.522120989,0.252042647,1.237402277,2.211860901,0.147977745,1.435488361,0.84373707,0.193421054,0.124137224,,0.126772382,0.129900908,0.493512896,0.090530697,0.12850649,,1.005486693,Ts65Dn,Memantine,S/C,t-SC-m
3424_8,0.215349154,0.445834074,0.295740211,1.891163166,2.543785182,0.228575456,0.176009529,4.95149611,0.182371071,1.3120672,0.333551248,0.28002077,0.212873563,0.234557721,0.771710646,0.658545918,1.306860679,0.727791772,0.432488289,0.555931117,0.266386798,0.318586448,0.164046617,0.904222485,1.571033795,1.864826888,0.299493256,0.176193403,0.56528269,0.137664397,0.266944734,1.947767038,0.551482441,0.493387524,0.371705895,0.634622154,0.551604108,0.31296404,0.520478831,0.338208304,0.288662797,0.326283939,0.38192135,0.17050514,0.715232561,0.158577421,1.206626654,0.237190743,0.204266033,0.867269992,0.133730954,0.169359071,0.173345238,0.123326166,0.162077796,0.18744277,0.153173315,0.116209179,0.210549138,0.134194671,0.5192618,0.227200947,1.709117651,2.090675746,0.151154036,1.304007102,0.712689354,0.233303737,0.164816865,0.113247854,0.133382576,0.127528114,0.464889677,,0.280802432,0.227220166,1.261080054,Control,Memantine,S/C,c-SC-m
3424_9,0.572963505,0.689975166,0.427750458,2.479985158,5.676885141,0.158742539,0.155814146,2.310770936,0.244658401,1.761102116,0.57127589,0.264512335,0.336672782,0.257665173,0.852795097,0.506776539,1.336078644,2.59278402,0.444230041,0.550550804,0.786632467,0.319619931,0.171099658,0.827559263,2.229136894,1.109882042,0.235462627,0.321666416,0.799223129,0.157887651,0.416309933,2.772326794,0.291696434,0.352569546,0.370328839,0.299121951,0.433517594,0.315630532,0.526926956,0.341739655,0.253168323,0.342224043,0.373441605,0.243832661,1.26133433,0.218172768,2.562428768,0.317702353,0.615684119,1.091770394,0.574085051,0.16520521,0.208329572,0.110624002,0.159724833,0.23835454,0.203452652,0.123509058,0.270706056,0.157397334,0.413815598,0.301899658,1.573321269,2.112971497,0.11386395,1.154900318,0.978413205,0.23164343,0.143827246,0.125103318,0.117127766,0.12044558,0.434574627,0.137451211,0.156367248,0.147001678,1.651422015,Ts65Dn,Memantine,C/S,t-CS-s
3424_10,0.771053586,1.913652131,0.26813894,1.98004815,2.502012419,0.181108276,0.198193008,1.487357775,0.137958533,1.609117183,0.220245251,0.264230648,0.244495569,0.193164767,0.725355901,0.515377188,0.929507025,0.727791772,0.425317387,0.512565281,0.696769775,0.250328803,0.158343247,0.909671611,1.898516677,0.984724958,0.182379798,0.25547765,0.553850191,0.139428715,0.448347872,1.673747811,0.352153916,0.410851249,0.294228023,0.838740762,0.701254649,0.318944116,0.318839734,0.332641565,0.261923072,0.450247687,0.236877781,0.129330673,0.795233103,0.13011929,1.662039316,0.255459249,0.241508337,0.793647871,0.091715546,0.128612313,0.132265075,0.09741026,0.136735402,0.170152985,0.173584072,0.096139041,0.172055254,0.099096691,0.352934074,0.235833667,1.302078143,1.797964593,0.11386395,1.032449989,0.626595498,0.218180227,0.18478722,0.167155981,0.09740206,0.093765536,0.30428267,0.144758836,0.221210828,0.271871337,1.820455814,Ts65Dn,Memantine,C/S,t-CS-s
