MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4513_1,0.251450512,0.5534435,0.374854867,2.565737206,4.331287915,0.339803094,0.142699821,2.952595438,0.188319449,1.413355799,0.361457829,0.323185892,0.297550103,0.252997431,0.976242443,0.854546702,1.815176567,1.357005657,0.374378638,0.703511952,0.296800247,0.352963148,0.148178976,1.402216212,3.513973312,1.265626563,0.200018573,0.223674173,0.883082203,0.162857015,0.354487357,2.164429217,0.248008313,0.468589007,0.425087083,0.821793707,0.56544099,0.371106695,0.585229966,0.273949152,0.299864127,0.441583592,0.441783742,0.219432874,1.036839261,0.130868256,0.643948172,0.283922981,0.342364595,1.2228997,0.087555876,0.146108556,0.199156131,0.135563764,0.154000237,0.218922195,0.186606721,0.106761347,0.223491994,0.135015077,0.503098807,0.277540413,1.621134574,2.4558018,0.168274227,1.120417868,0.893943198,0.205424873,0.130694179,0.123825256,0.13596235,0.101812642,0.560427516,0.120791144,0.171627304,0.117812408,1.516531411,Control,Memantine,C/S,c-CS-m
4513_2,0.43561184,0.578622615,0.292290652,1.890687631,2.322449162,0.173658167,0.150567409,2.196503125,0.166445274,0.806047967,0.220245251,0.225968594,0.253838902,0.229354019,0.668157538,0.400311428,1.256946251,0.875259805,0.354015227,0.55829062,0.164072427,0.322980753,0.246384538,0.894261059,1.47728362,0.678907104,0.211147148,0.250199809,0.573843182,0.139768048,0.342288092,1.32496294,0.282038893,0.418490408,0.316389635,0.659780794,0.536947684,0.348513197,0.488650312,0.319785091,0.257378499,0.473285384,0.146940228,0.168226585,0.899035674,0.185094347,1.007151199,0.287279553,0.340742137,0.999954526,0.173788257,0.17240499,0.157819626,0.111223199,0.156248165,0.165488633,0.166733832,0.112870985,0.277042544,0.110868354,0.597741491,0.252994274,1.211742315,2.075474176,0.147768259,1.090063449,0.757287532,0.258432784,0.113491398,0.123641575,0.110662142,0.124265818,0.394748986,0.148347607,0.188798088,0.199510504,1.853519055,Control,Saline,C/S,c-CS-s
4513_3,0.358146867,0.528451258,0.212386795,1.986847994,2.399660401,0.277692233,0.121787421,2.791931942,0.196247384,1.381643581,0.526794987,0.331357043,0.298870863,0.295968161,0.730374614,0.699248019,1.264162816,1.863522835,0.371438597,0.635793817,0.225660064,0.389127726,0.166583228,0.85253339,2.201797663,0.883784907,0.238640839,0.23527675,0.512738882,0.161630589,0.329084453,1.655717032,0.791312203,0.607219994,0.401684829,0.762258008,0.598262202,0.391619107,0.543647211,0.274025781,0.273126276,0.301587302,0.247199798,0.184283444,0.935351533,0.161271195,1.994677373,0.233189482,0.203321927,0.810374609,0.100589658,0.167404009,0.177946623,0.131486452,0.158159501,0.189667553,0.164784842,0.124314599,0.190120924,0.119964107,0.528979876,0.266612051,1.526730183,2.02887974,0.158019473,1.231785952,0.701099947,0.256024111,0.180151197,0.134241712,0.12125846,0.164484812,0.471237712,0.163971884,0.200000093,0.20005074,1.645230703,Control,Memantine,S/C,c-CS-m
4513_4,0.53916668,0.787879727,0.386516072,2.297048834,3.228704761,0.222770508,0.186805648,4.248445657,0.235776163,1.797828792,0.782062037,0.32005073,0.40872944,0.280923615,0.849898001,0.721475923,1.5759828,2.687690965,0.503156894,0.621031107,0.518605442,0.360635984,0.162092874,1.2308348,2.419392206,2.127601586,0.269858687,0.260631077,0.890437573,0.175895998,0.413317244,2.361404218,0.314642163,0.362478492,0.353130109,0.703284004,0.521806389,0.299728496,0.556166515,0.343596199,0.266569475,0.353537367,0.321123524,0.201019056,0.900062797,0.172491316,3.112734616,0.308077351,0.622987407,1.073051818,0.309050181,0.172717094,0.190356164,0.106744683,0.157684609,0.148199279,0.160447641,0.1289055,0.189869871,0.135345167,0.498066132,0.227200947,1.325062308,2.285799979,0.138934572,1.287449306,0.980928131,0.264966256,0.146166611,0.134871266,0.109033803,0.112855154,0.467550105,0.142686369,0.128296525,0.194023554,1.008792323,Ts65Dn,Saline,C/S,t-CS-s
4513_5,0.285362982,0.439193495,0.270381714,2.071006638,3.606962194,0.236246878,0.194705001,2.408316806,0.206645341,1.350393111,0.414307873,0.342228027,0.331728599,0.299148316,0.789987141,0.785934696,1.581880883,1.119003077,0.457793248,0.660106464,0.280011646,0.387258551,0.172854278,1.146001539,2.254738186,1.263232669,0.237956589,0.267503936,0.636641193,0.18030334,0.475516002,1.904651643,0.528606643,0.422133608,0.496848141,0.889833116,0.650469164,0.422327614,0.556051409,0.327797865,0.313037889,0.473823482,0.413645991,0.189624125,0.754909544,0.140082478,2.466308673,0.270069529,0.293078611,1.126866372,0.147232727,0.19065238,0.193563859,0.134085069,0.156804999,0.168822585,0.219363202,0.115787997,0.242088029,0.133654583,0.444830741,0.264700208,1.483189523,1.954852249,0.14677486,1.446602207,0.735409798,0.295670574,0.150287442,0.141726182,0.124569029,0.15601769,0.417528657,0.208271239,0.225088348,0.133132992,1.184190078,Ts65Dn,Saline,S/C,t-SC-s
4513_6,0.395483568,0.420266324,0.303800108,2.053113021,4.802244119,0.237046405,0.222531562,5.722669527,0.240906787,1.311279149,0.497661213,0.360496297,0.379523741,0.313177874,0.925759677,1.184816961,1.818691299,1.32678013,0.498627908,0.921891792,0.388215583,0.464151141,0.248211652,1.036795354,2.201352575,1.238414934,0.280535079,0.367081448,0.833726334,0.246882793,0.391215906,2.269378859,0.778692525,0.465474786,0.446422116,0.863097475,0.695383923,0.34427572,0.679920659,0.314668948,0.302291421,0.44972324,0.49253561,0.17177929,0.988227177,0.152909111,1.777723649,0.354815897,0.370212616,1.246559173,0.058405282,0.147419606,0.184935492,0.142861873,0.177981995,0.118818549,0.226703047,0.122934484,0.184435711,0.094617777,0.594198773,0.300761316,1.775379987,2.487284615,0.186396541,1.443300996,0.805028671,0.228262574,,0.106961095,0.134898344,0.173921742,0.512844221,0.151314977,0.177577178,,1.380868108,Control,Memantine,S/C,t-SC-m
4513_7,0.331789276,0.485061822,0.308083512,2.489582642,4.811770717,0.224729278,0.160868586,3.337381757,0.186955353,1.115022982,0.307767259,0.316570764,0.31684009,0.296452878,0.949863191,0.844029135,1.662578149,1.584737378,0.485777579,0.816877126,0.271515183,0.405585585,0.198864973,1.308724591,2.90755559,1.248712793,0.25221077,0.227871594,0.864030143,0.175496966,0.463369863,2.077587592,0.837149405,0.570725552,0.412486338,0.958023448,0.609298868,0.405754896,0.673176932,0.429886303,0.388269103,0.445305083,0.514313476,0.220981274,1.020459599,0.165931724,1.531155049,0.315637116,0.382744733,1.620805399,0.058405282,0.172537546,0.209730347,0.134235001,0.177182991,0.219617545,0.201997428,0.110510826,0.22868365,0.125123744,0.550026602,0.358114234,1.567981874,2.360911936,0.16536615,1.249061036,0.845270879,0.237235189,0.145771237,0.146684807,0.132005361,0.116980605,0.450507553,0.147982132,0.203103065,0.292164559,1.085904493,Control,Saline,S/C,c-SC-s
4513_8,0.261888315,0.457055948,0.324993017,2.7460187,2.053286298,0.216231348,0.178817581,2.092671581,0.214199797,1.373997782,0.510696099,0.32511097,0.216024542,0.260930814,0.871919225,0.490957221,1.440540426,1.145763212,0.421584729,0.664580961,0.253493652,0.360582428,0.199768943,1.185816047,2.533842127,1.476027078,0.242331977,0.275198086,0.787469582,0.170967794,0.312161011,2.022509178,0.914623111,0.43801285,0.33435799,0.659548618,0.548831914,0.337481144,0.502163226,0.300605396,0.28580279,0.440454446,0.398717215,0.141797629,0.907336207,0.169539112,1.31341845,0.282066919,0.310059056,1.059973121,0.07924343,0.139210081,0.175414708,0.118019291,0.142590504,0.197004091,0.123964088,0.109561717,0.211124624,0.107060603,0.402642261,0.277794755,1.32887251,2.099630864,0.157735274,1.139518799,0.893936879,0.195588926,0.135690634,0.112941057,0.111591959,0.116160018,0.40751694,0.190690762,0.15811255,0.155437337,1.216343505,Control,Memantine,C/S,c-SC-m
4513_9,0.79929565,0.664959802,0.401521086,2.764677613,5.530299472,0.20194045,0.187190855,1.713321485,0.23888007,1.772823944,0.814823519,0.280244075,0.368263579,0.280651105,0.868049117,0.550106956,1.575643426,2.388554512,0.515540229,0.58553528,1.555226082,0.376238696,0.13960598,0.849882041,1.977535392,1.487743496,0.23281169,0.258112091,0.798150435,0.171567954,0.436729619,2.855892189,0.291272782,0.376723137,0.284272305,0.611232384,0.563719058,0.367135504,0.419747883,0.349696761,0.2959349,0.302341652,0.527590004,0.135168733,0.662324994,0.168893576,1.156521435,0.300071416,0.395140253,0.997105357,0.100554415,0.142210431,0.151678933,0.091570365,0.149902671,0.168467989,0.209628514,0.114753158,0.175641152,0.11413697,0.429477552,0.292904699,1.325981424,2.790613718,0.13963567,1.05542877,0.903398872,0.233833586,0.177571623,0.115222142,0.097078565,0.169527785,0.371493617,0.197848165,0.168245206,0.124845121,1.686913711,Ts65Dn,Memantine,C/S,t-CS-m
4513_10,0.291637745,0.443270894,0.26247082,2.028080298,3.394064035,0.173580316,0.144320606,2.197615285,0.185209413,1.980305831,0.636197211,0.281331371,0.276414811,0.240346707,0.726712764,0.55911744,1.113644706,1.010979224,0.301664137,0.769441649,0.298534961,0.345323883,0.144918947,1.150969778,2.414361926,1.187095453,0.225169316,0.234523719,0.519622943,0.139215658,0.356947254,1.331838016,1.211296189,0.522990495,0.298974221,0.648486932,0.553004257,0.246283449,0.486013843,0.385941634,0.2388629,0.308919848,0.167111694,0.2006443,0.951191227,0.174925403,2.372308171,0.365398882,0.643515406,0.821757733,0.087054487,0.163466046,0.195603698,0.108092753,0.150391657,0.176221288,0.216401988,0.127576209,0.211316266,0.121388323,0.561464753,0.32472286,1.538900619,2.002082038,0.152616805,1.120851513,0.835283588,0.234330006,0.163790682,0.124809169,0.103018313,0.137648472,0.507274997,0.158180183,0.173999388,0.144878177,1.570644162,Ts65Dn,Saline,C/S,t-CS-s
