MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4334_1,0.380592316,0.54636659,0.344028617,2.098727718,4.069090628,0.339803094,0.121787421,3.853563706,0.184688661,1.534866381,0.286903313,0.329610192,0.271757679,0.251892159,0.867341667,0.735171021,1.784813683,1.373881543,0.330573427,0.738179074,0.317421054,0.486663155,0.150427418,1.05730641,3.57958591,1.17896785,0.257262582,0.253819315,0.705502382,0.218555809,0.381101803,2.546931433,0.329183559,0.461655185,0.44276013,0.700179684,0.609004711,0.348594784,0.621351041,0.484087326,0.353730095,0.488194327,0.164514098,0.196847188,1.131439297,0.158094654,0.643948172,0.277535423,0.410776575,1.12925716,0.058405282,0.150472594,0.187452565,0.141699275,0.180511182,0.171637851,0.194581761,0.125226641,0.227175014,0.123625948,0.660604832,0.32077869,1.787069622,2.389839404,0.17181623,1.140979884,0.946490005,0.216415414,,0.122721655,0.131623395,0.114293494,0.401733667,,,,1.663861809,Control,Memantine,C/S,c-CS-m
4334_2,0.333413082,0.510086299,0.297573608,2.216126271,5.163960876,0.229969857,0.213740221,3.597028136,0.220276712,1.428522688,0.353881824,0.318769466,0.333135086,0.298176392,0.812083288,0.756067681,1.676650716,1.551441927,0.423569166,0.740681801,0.207663124,0.322193715,0.199516873,1.219946315,2.208563981,1.183522921,0.252338615,0.285996566,0.727143742,0.168349625,0.3217493,2.174077283,0.493802415,0.463953007,0.443992548,0.821928675,0.585477933,0.315047902,0.598541496,0.372834591,0.29895111,0.391021938,0.311865184,0.166198898,1.012088616,0.153690309,1.331438234,0.304230673,0.319327963,1.212457349,0.123822968,0.174297762,0.196114053,0.129854478,0.169747713,0.199757871,0.180687275,0.118661706,0.203885576,0.167900647,0.517797341,0.282285204,1.604404056,2.480308278,0.194351182,1.528681004,0.893461678,0.206067661,0.185949308,,0.126964464,0.127601786,0.53234164,0.133920845,0.13680682,,1.112219691,Control,Memantine,S/C,c-SC-m
4334_3,0.42151783,0.614878436,0.312470271,2.294753971,4.099618191,0.201688143,0.172165351,2.173352976,0.194838373,1.443839997,0.689653577,0.371391322,0.394400921,0.214115192,0.884342395,0.783202198,1.680343759,2.211507973,0.399934358,0.755506901,0.411131851,0.356672007,0.153649651,1.192497206,2.839132233,1.378888749,0.261979867,0.262473887,0.738400263,0.182676507,0.425364483,2.258565283,0.319419212,0.488123212,0.384526854,0.746700395,0.542682818,0.373510115,0.538912641,0.363334046,0.372419374,0.361841796,0.240849045,0.202077593,0.830477262,0.151265576,2.847101104,0.303235311,0.485522775,1.858665395,0.110971816,0.16090695,0.181393835,0.120624093,0.174564721,0.186517766,0.193124741,0.117166547,0.24574798,0.131648846,0.463922869,0.323590104,1.514239723,2.282070531,0.141919404,1.114406547,0.908275853,0.229026848,0.14187101,0.139024985,0.127374733,0.125779854,0.53824028,0.18000946,0.148255799,0.156018514,1.706502834,Control,Saline,C/S,c-CS-s
4334_4,0.233627588,0.415068639,0.28373887,1.916105173,2.286959669,0.231965583,0.121787421,4.004999218,0.23874194,1.134563965,0.260297284,0.366181317,0.293398712,0.387818844,0.66334944,0.541737976,1.244630004,0.953005745,0.519362344,0.52635883,0.365101136,0.314251995,0.173335113,0.806998349,1.297693584,0.929065804,0.26305155,0.230543315,0.638964773,0.172357153,0.394295299,1.60470073,0.310231236,0.30388235,0.301308801,0.66112937,0.5589683,0.281300699,0.403305008,0.303953523,0.283839566,0.35932514,0.44840108,0.166785603,0.634875052,0.164173939,1.952876127,0.290406752,0.325940924,1.037283697,0.363775698,0.169765257,0.16238469,0.120313121,0.146162399,0.169401477,0.178779512,0.125118301,0.184257972,0.091651456,0.638398175,0.288857545,1.214504623,1.554312227,0.152868511,1.236867917,0.769379239,0.260963746,0.105861914,,0.101435229,0.153432923,0.488988779,,,,1.262763983,Control,Memantine,C/S,c-SC-m
4334_5,0.346677069,0.533842195,0.334224022,2.399214433,3.702588556,0.339803094,0.206426989,2.901571685,0.209863327,1.288693868,0.244636679,0.374636846,0.321096402,0.261224375,0.716941178,0.617752981,1.622177846,1.404047789,0.460288298,0.63933954,0.289152877,0.411546226,0.18881928,1.223904839,2.876557632,1.197195587,0.266395588,0.298472773,0.729338582,0.194697649,0.417832921,2.009741961,1.022636592,0.43149425,0.34145024,0.724457845,0.577443355,0.366058185,0.537161838,0.358604059,0.272338286,0.462558398,0.389871365,0.196876543,0.900300356,0.157337635,1.471183601,0.292269663,0.338993597,1.17129451,0.058405282,0.149971421,0.187127474,0.106192195,0.167749245,0.182336738,0.162574401,0.103449884,0.208114619,0.119376363,0.502103358,0.289816727,1.475944776,2.3338409,0.158807635,1.333834986,0.816434875,0.204002653,0.164137154,0.106615487,0.110114105,0.104365178,0.493423214,0.105000167,0.131742714,0.168485992,1.263464437,Ts65Dn,Memantine,S/C,t-SC-m
4334_6,0.480518339,1.906235943,0.340149491,2.328348744,4.305063735,0.282071998,0.204472348,4.795259571,0.294348092,1.503831882,0.220245251,0.393608793,0.309523051,0.327760858,0.893159884,0.834188156,1.645465365,1.387670188,0.420086452,0.705564716,0.558763569,0.443801578,0.201062064,1.222355417,2.418859901,1.157214562,0.280609447,0.367081448,0.702657302,0.246882793,0.40537272,2.000695976,0.691942779,0.490177646,0.395553225,0.817687324,0.595022492,0.361918474,0.632235148,0.362275664,0.307092679,0.392015799,0.358532251,0.190932791,0.938514494,0.162827001,1.518476214,0.300890891,0.300729728,1.240807863,0.099618715,0.130730658,0.18462047,0.128341479,0.146242518,0.202508633,0.196100583,0.106727223,0.164582729,0.08649174,0.585621601,0.352543775,1.460042263,2.457277836,0.181545017,1.426370817,0.626595498,0.326138969,0.120500223,0.14602262,0.128947439,0.101289083,0.426607421,0.117529241,0.174595302,0.269401757,1.006893415,Ts65Dn,Memantine,S/C,t-SC-m
4334_7,0.3585423,0.7444552,0.252054795,2.442761178,3.577986236,0.187928238,0.162064959,1.704678733,0.217711583,1.972161991,0.929272587,0.265846922,0.291069199,0.245319352,0.898341767,0.486450267,1.295627761,1.716849346,0.439667332,0.514832691,0.318531857,0.311665687,0.152044015,1.057075982,2.515507754,1.252781025,0.210878354,0.288335258,0.667727257,0.13956498,0.444452134,2.337241868,0.308616109,0.319033708,0.308431868,0.695506463,0.520781031,0.246283449,0.42613859,0.317270759,0.293423131,0.355970388,0.247421504,0.175834935,1.054530135,0.162860823,1.026638541,0.371645163,0.405333766,1.658603985,0.08424793,0.263907285,0.174533231,0.107837219,0.152403786,0.198424776,0.218664254,0.16042677,0.298299616,0.126055067,0.484036073,0.287162086,1.360928848,2.073535893,0.146600039,0.991728302,0.847531191,0.212973424,0.138785773,0.100100102,0.107846252,0.125885476,0.310494975,0.12846532,0.134696332,0.134471391,1.713675168,Ts65Dn,Memantine,C/S,t-CS-m
4334_8,0.42660409,0.649320063,0.331690187,2.388198408,3.406072588,0.279964044,0.170061127,3.037001623,0.235852856,1.162519271,0.369785322,0.375993343,0.297265845,0.306652046,0.778606086,0.654955685,1.679233898,1.497878329,0.459531991,0.722870065,0.367124002,0.441354037,0.218991142,1.604478435,2.192885861,1.473212723,0.242606327,0.299309403,0.752743156,0.19411292,0.41616097,2.804400681,0.687158346,0.420002829,0.428581218,0.850256321,0.613919242,0.380108785,0.526677965,0.352104498,0.302248308,0.452304893,0.387856671,0.163475843,0.896813077,0.160436831,1.560893333,0.289739402,0.441799458,1.193319551,0.069037442,0.168085227,0.184236799,0.128014451,0.157089253,0.175502018,0.224577591,0.110094894,0.223928113,0.11861396,0.549929747,0.238123741,1.604778766,2.704045395,0.142425616,1.34107843,0.846154482,0.228270307,0.156598387,0.124154198,0.131538249,0.116967412,0.411047211,0.153446087,0.179605446,0.127265144,1.335836104,Ts65Dn,Memantine,S/C,t-SC-m
4334_9,0.234419333,0.391222145,0.241839835,1.836743784,2.95010429,0.137873134,0.137584014,4.292525861,0.18144096,0.806047967,0.23113768,0.271162671,0.212873563,0.254001058,0.660116918,0.639216679,0.929507025,0.727791772,0.437653041,0.477999192,0.190996592,0.287894031,0.166051406,0.693402026,1.861263206,0.810392867,0.181115673,0.211548732,0.529645643,0.132264905,0.266944734,1.576102891,0.248008313,0.379467485,0.617011072,0.59314326,0.425844608,0.437126779,0.417816099,0.239771151,0.350040854,0.352755917,0.51374408,0.185557765,0.715704419,0.16528359,1.257068581,0.213871066,0.321224627,0.924974339,0.376621694,0.165354331,0.14539301,0.116152237,0.158152129,0.186127619,0.370478453,0.111648611,0.222562587,0.117156173,0.618935189,0.292857347,1.709368972,1.554312227,0.131668207,1.035728501,0.727337578,0.2105226,0.160481379,0.116694244,0.116462237,0.123357574,0.388448753,0.14204442,0.246090061,0.338331762,1.040427057,Control,Memantine,S/C,c-SC-m
4334_10,0.453123178,0.623448593,0.358948827,2.466215543,4.373968853,0.229778915,0.179013836,3.116645763,0.217362437,1.112678495,0.78215218,0.323660107,0.302122488,0.28711101,0.972098079,0.879552697,1.522648092,1.596596696,0.431087429,0.751839083,0.468900705,0.356841799,0.182850889,1.433490211,3.518668748,1.29194747,0.236553796,0.360556687,0.792952294,0.172740912,0.435848526,2.715873568,0.387505239,0.522049183,0.404377012,0.899496484,0.507698545,0.446962468,0.699529926,0.403724223,0.374142397,0.423021568,0.516903121,0.150020731,0.747523616,0.179465916,0.867493494,0.299734071,0.317596066,1.374688764,0.14979151,0.168016713,0.170361804,0.110393655,0.155286954,0.172294918,0.171754579,0.137158644,0.24194801,0.102929606,0.381120476,0.266867651,1.432672277,2.107371082,0.138520479,1.216411483,0.835285573,0.206552584,0.1674724,0.139458967,0.118363959,0.12220897,0.49038022,0.10861231,0.136427379,0.243356445,1.035853714,Control,Memantine,C/S,c-CS-m
