MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4227_1,0.456684463,0.832417998,0.373972222,2.058814697,3.875956469,0.223041921,0.201230525,5.850121563,0.253543186,1.446795234,0.404807058,0.387395709,0.287095991,0.345606884,0.858699674,0.649332603,1.7015066,1.103372995,0.435293071,0.747549542,0.351323152,0.461002543,0.213771974,1.012535509,2.242444839,1.196438454,0.284102049,0.367081448,0.792840462,0.200319471,0.315187341,2.110192017,0.666529835,0.49085946,0.457326743,0.822609635,0.691338904,0.4786881,0.686400569,0.370626378,0.339925467,0.488115396,0.531186576,0.180860839,0.842554674,0.163123325,1.758736025,0.304835951,0.238985418,1.20665904,0.371080015,0.148925832,0.176522129,0.144099355,0.182345117,0.18434781,0.296864094,0.116043092,0.146085188,0.111963624,0.637929391,0.313926676,1.477929756,2.310700615,0.11386395,1.572652421,0.945994577,0.286850519,0.242494945,0.157457122,0.136046211,0.194135773,0.471102312,0.168252196,0.315009478,0.203025406,1.224535515,Ts65Dn,Memantine,S/C,t-SC-m
4227_2,0.292538166,0.548755345,0.227973094,2.122626852,3.184965212,0.279214101,0.121787421,5.59366501,0.228991537,1.245338838,0.392986208,0.33718628,0.329206573,0.28506731,0.916340019,0.838521262,1.850332841,1.286406997,0.353653288,0.55953691,0.244710134,0.362619474,0.165128477,1.001003602,2.576200895,1.282726466,0.234308237,0.262019073,0.712101218,0.155905644,0.311277182,1.278094252,0.27241258,0.458783734,0.440626843,0.822471727,0.656824451,0.487023681,0.565268156,0.393603889,0.313322313,0.489303224,0.453189907,0.180552466,0.917510977,0.144845562,1.809193967,0.275444287,0.29362514,1.13085072,0.17968371,0.163700576,0.201569837,0.12194368,0.147556764,0.157981115,0.159889404,0.097468356,0.242723404,0.142315266,0.494934507,0.257891107,1.435083354,2.687833448,0.167072435,1.325005448,0.853326693,0.174797136,0.127077205,,0.126939677,0.194797194,0.407711678,,,0.289507904,0.721971341,Control,Memantine,S/C,c-SC-m
4227_3,0.369693545,0.587271539,0.235289119,1.926611431,2.053286298,0.259507391,0.174871562,1.752991864,0.189396851,1.15902867,0.407410285,0.275153948,0.271411262,0.23016887,0.617576968,0.631135437,1.273732655,1.169949724,0.351961359,0.564229901,0.244975914,0.250328803,0.150527754,0.830375859,1.284090909,0.730943419,0.206021571,0.244854892,0.559763381,0.120293011,0.404555635,1.65441755,0.292763363,0.46060383,0.361453638,0.664453462,0.530927104,0.248077181,0.412902109,0.261250829,0.23408709,0.353763889,0.247143899,0.190060139,0.719747664,0.14502506,1.304828987,0.235294552,0.516741847,0.922680495,0.101216061,0.162617943,0.163608135,0.124289966,0.148796864,0.189452415,0.176043532,0.102916327,0.208871516,0.157327622,0.605641972,0.294095314,1.389713322,2.129532501,0.138244181,1.299618353,0.887019536,0.256395986,0.112645971,0.124560492,0.106252166,0.151415494,0.394047424,0.102428983,0.166717064,0.163654344,1.647368613,Ts65Dn,Memantine,C/S,t-CS-m
4227_4,0.291084033,0.365539802,0.278025808,2.308485058,3.154072967,0.197581942,0.15051652,1.487357775,0.184417231,0.96217009,0.353631116,0.18358209,0.212873563,0.25129275,0.552172299,1.184816961,0.929507025,0.727791772,0.468546447,0.733310375,0.164072427,0.363672613,0.14034019,2.149419763,2.440287165,0.946412954,0.209228591,0.210396715,0.384448463,0.160847053,0.307066455,,0.248008313,0.607219994,0.675870003,0.864121393,0.428854832,0.246283449,0.455565546,0.240080415,0.29092873,0.310200852,0.294414757,0.129330673,0.908202239,0.131406522,2.210864166,0.298520375,0.451335938,0.621707901,0.37995201,0.130621035,0.144268252,0.125412562,0.153756762,0.17614244,0.249736546,0.125308822,0.246431249,0.128460292,0.569739075,0.358114234,1.567700792,2.197047525,0.152226336,1.198359333,0.837781817,0.225938064,0.159515566,0.151989172,0.122492459,0.120634844,0.561140769,0.145002859,0.232959787,0.150903617,1.278321622,Control,Saline,S/C,c-SC-s
4227_5,0.531955399,0.305052169,0.341498022,2.387300881,4.470382328,0.20901298,0.171272777,3.878370458,0.2114182,1.540476685,0.83186634,0.349223519,0.391550907,0.308068687,0.844252358,0.749654619,1.488003142,1.162200067,0.43254521,0.648228841,0.437048032,0.328916592,0.204465992,1.055060041,2.566304597,1.114564643,0.253304628,0.290913249,0.731062733,0.177842233,0.422491424,2.316512315,0.327103728,0.491703707,0.352326405,0.699279319,0.571368902,0.330476929,0.540146093,0.344460619,0.310763323,0.400824171,0.300529323,0.186809159,0.969649258,0.150207345,1.715328563,0.295530421,0.372419188,1.00128837,0.183708673,0.156967901,0.194013624,0.103149895,0.139712451,0.156004761,0.196292457,0.117001558,0.174442939,0.115991183,0.581422324,0.288047682,1.108625868,2.178604705,0.114586694,1.639129469,0.82668465,0.195841673,0.154900994,,0.115691995,0.108203686,0.452766082,0.18030236,0.157808246,,1.020933599,Control,Memantine,C/S,c-CS-m
4227_6,0.521906335,0.839695646,0.445206749,1.484990958,3.277183847,0.184832262,0.14681025,3.955163462,0.195661182,1.56391786,0.861597351,0.278977003,0.317982073,0.205226979,1.1194887,0.581343571,1.237076746,1.040663797,0.315065963,0.581223191,0.727608612,0.250328803,0.149575759,0.757159824,2.157248635,1.520864939,0.166387148,0.176193403,0.384448463,0.126593114,0.376041251,1.781326038,0.275394186,0.415493635,0.394596125,0.685401746,0.792466893,0.343914194,0.322157806,0.497791649,0.313324655,0.472403452,0.186477975,0.168938794,0.810384023,0.156925336,0.647134623,0.267377453,0.548872537,1.031034291,0.075212635,0.150321596,0.172937554,0.151460835,0.146899967,0.175403813,0.154401751,0.12776241,0.254524111,0.149465481,0.352934074,0.234872262,1.651531895,1.554312227,0.13907283,1.013420066,0.69272754,0.208751571,0.143008023,0.112257928,0.110897291,0.139451262,0.394438123,0.214960623,0.160777874,0.182031477,1.377481643,Control,Saline,C/S,c-CS-s
4227_7,0.374226051,0.47020927,0.290475651,1.726231881,3.494099424,0.282632793,0.178666721,4.66347342,0.183951921,1.956596353,0.316994938,0.333370348,0.212873563,0.272802886,0.773462822,0.974255708,1.674060263,1.021082744,0.291772342,0.741232033,0.267807219,0.357773517,0.165147869,0.98069439,1.531049347,0.897913974,0.193187971,0.210444088,0.570570504,0.161013938,0.327091914,1.594906038,0.655321481,0.593705182,0.517918961,0.957853731,0.532809612,0.461514245,0.640332289,0.270628931,0.461800105,0.614461046,0.488367866,0.129330673,0.893642663,0.155656437,1.203222517,0.22078807,0.281332392,1.030925108,0.135092124,0.187893311,0.169431812,0.123262656,0.168324348,0.18353017,0.290420279,0.124986809,0.19004555,0.121373861,0.593301948,0.306186626,1.589773551,2.273890121,0.224641946,1.511527009,0.909249968,0.246728236,,,0.145968683,0.152795818,0.378007264,,,0.31838008,0.701771585,Control,Memantine,S/C,c-SC-m
4227_8,0.487716799,0.64675493,0.356387219,2.131903251,3.411254586,0.137873134,0.250503525,3.755340067,0.194191995,1.605766163,0.409376092,0.312563452,0.327395503,0.253259997,0.792644201,0.790362448,1.679083909,1.167887504,0.474980576,0.829358828,0.415658275,0.429651607,0.156420085,1.007622479,2.310089411,1.073789423,0.200869179,0.295364366,0.693009047,0.227694978,0.420984804,2.081422725,0.685108864,0.46067394,0.46594247,0.758221021,0.605621209,0.30467154,0.633254867,0.321904825,0.302086445,0.403275667,0.329708059,0.189048098,0.846770371,0.154531622,1.606389592,0.291851851,0.493713699,1.750156514,0.14555916,0.143223691,0.182927744,0.134882215,0.137208193,0.187225133,0.185570311,0.117461093,0.229420309,0.11031516,0.516220319,0.227200947,1.612858513,2.317063795,0.173099155,1.331468923,0.849471804,0.227796643,,,0.112521979,0.116474442,0.463066569,0.112946493,0.114964371,0.19,1.496047777,Control,Saline,S/C,c-SC-s
4227_9,0.466922397,0.569797409,0.227521789,2.142573649,3.073778316,0.339803094,,6.65129683,0.295694864,1.201204883,0.447069886,0.406751055,0.430603007,0.317536611,0.767578241,1.070290079,1.877317509,1.145614056,0.604425659,0.642880026,0.317319705,0.509441088,0.200690004,0.998014303,1.883090603,0.898606584,0.310446297,0.349139513,0.693420026,0.236826403,0.48940004,1.963046004,0.557815064,0.463776096,0.618221071,1.007930514,0.600043291,0.27036816,0.772901081,0.32832048,0.429602705,0.391887792,0.466040726,0.146132203,1.386676278,0.133133259,1.706628978,0.254230142,0.317614875,1.08858659,0.109348622,0.122419929,0.185791491,0.129002684,0.16187333,0.169161558,0.179517207,0.16042677,0.184709482,0.102234031,0.664831947,0.279672445,2.224172185,2.604506244,0.207394638,1.478688988,0.626595498,0.220990154,,,0.139510627,0.185848876,0.381825526,,,,0.701771585,Ts65Dn,Memantine,S/C,t-SC-m
4227_10,0.485018328,0.50939781,0.299489419,1.920259139,3.087778453,0.208789059,0.144316994,3.221511149,0.185394432,1.006123508,0.341567468,0.277332036,0.246419736,0.219743026,0.649906647,0.748015019,1.333590112,0.727791772,0.433143043,0.603960724,0.742481171,0.338177766,0.141513322,0.887902063,1.896219219,0.980524307,0.216881956,0.296801262,0.575483531,0.138043073,0.388359385,1.675051294,0.541587462,0.480320734,0.426472244,0.631462558,0.551580202,0.366296232,0.492406497,0.356190077,0.294295386,0.339980915,0.55450829,0.171170874,0.766291463,0.136729863,1.307437302,0.251727625,0.253675529,0.905507188,0.144425754,0.150710263,0.173220852,0.120150671,0.172686871,0.167423123,0.215545965,0.10144478,0.236917174,0.090276299,0.515204071,0.278038336,1.607448606,2.083502356,0.182994101,1.106379812,0.813751352,0.251266047,0.158962121,0.114261122,0.129181171,0.135352762,0.344151691,0.144043925,0.157392993,0.162732277,0.978358688,Control,Memantine,S/C,c-SC-m
