MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4283_1,0.276916578,0.565794883,0.263439988,2.86144278,2.053286298,0.262988356,0.181848979,3.262012569,0.160281944,1.743499079,0.424271112,0.296067237,0.276126583,0.232154012,0.646576637,0.54793614,1.211499128,1.972139691,0.44427843,0.567379731,0.204505118,0.352394029,0.187772887,0.873132233,1.681042554,1.105592824,0.238097784,0.256619399,0.546875536,0.184037185,0.391035141,1.787983966,0.539225825,0.607219994,0.361487852,0.852948851,0.537396854,0.307096736,0.538339114,0.259338643,0.30244857,0.334329755,0.396911759,0.167946814,0.858599019,0.152186069,1.176185683,0.253807522,0.228333962,0.827113615,0.071488931,0.17021936,0.169430874,0.134371875,0.139316854,0.177672735,0.163950814,0.10727461,0.180858881,0.097478619,0.362384679,0.285403966,1.276479642,2.536329128,0.162075707,1.134319828,0.865417222,0.208592359,0.155346688,0.141200005,0.133575969,0.100015303,0.302426674,0.146608545,0.185516203,0.215030131,0.988905598,Ts65Dn,Memantine,S/C,c-SC-m
4283_2,0.247053576,0.695400427,0.31267452,2.149601128,4.207551782,0.269819569,0.184845571,3.380831915,0.201748684,1.341276545,0.698248728,0.395365495,0.33256002,0.287652172,0.897527133,0.822899436,1.785823758,1.225543987,0.468103175,0.786672389,0.33055552,0.421810514,0.197216479,1.465963596,3.517393462,1.265461933,0.248623778,0.273267887,0.734911337,0.173367416,0.324691588,2.222790396,0.322444643,0.406201852,0.353753201,0.750356868,0.57007372,0.341939776,0.534425346,0.33401502,0.299062933,0.395877978,0.448583957,0.213114328,1.074855533,0.157476554,2.307858635,0.328425534,0.685756926,1.876991463,0.143684256,0.144440813,0.184866503,0.139288886,0.169778018,0.204555203,0.172327867,0.115286825,0.28112198,0.139310927,0.523081562,0.305905732,1.417829822,2.436578021,0.154053529,1.222475519,0.972105401,0.230137696,0.148009374,0.093938947,0.13557102,0.119906504,0.481125035,0.18005734,0.168581903,,1.649580405,Control,Memantine,C/S,c-CS-m
4283_3,0.244730382,0.491543148,0.295932758,2.062076423,3.820406498,0.230559753,0.193960617,3.197616153,0.196728741,1.419599157,0.406107733,0.295462652,0.301461863,0.308563311,0.842361941,0.688139347,1.211500289,2.278767024,0.573805719,0.596339259,0.247967886,0.356912771,0.182458388,0.870800845,1.925304437,0.968894545,0.200192886,0.249231522,0.591073486,0.157626132,0.343508704,1.770669216,0.458603827,0.528835269,0.654194286,0.858921756,0.636216403,0.481115308,0.549480126,0.40958214,0.415751056,0.325660086,0.68138707,0.155728335,0.80625389,0.140439129,1.888198836,0.227456264,0.287918723,0.971759721,0.141486023,0.168958357,0.160486864,0.129984812,0.166787174,0.171086345,0.161550769,0.111161526,0.210779983,0.140944649,0.436563965,0.27588569,1.546060402,2.229029637,0.180501883,1.103801667,0.730532695,0.203323006,0.172157477,0.15190508,0.120971835,0.123293361,0.448553871,,0.232237225,0.248955972,0.858384446,Control,Saline,S/C,c-SC-m
4283_4,0.390892478,0.646611581,0.358155404,2.573633393,5.86771306,0.137873134,0.187763599,2.69526935,0.167223634,1.040210533,0.637566249,0.21624671,0.274937577,0.163554464,0.918835865,0.804514535,1.057699521,1.316235144,0.488493917,0.779109925,0.314358677,0.487845982,0.141951871,1.897400908,3.280985737,1.399546945,0.160149973,0.233457613,0.939911514,0.130394454,0.497280662,2.228556694,0.248008313,0.46114471,0.373572423,0.758084164,0.56150661,0.338663724,0.556787169,0.448392117,0.239942806,0.317034728,0.273968996,0.203455042,0.972477926,0.144555628,0.643948172,0.289161376,0.450328622,1.327836818,0.058405282,0.132532901,0.176839121,0.110461468,0.159227328,0.118818549,0.140213577,0.104814138,0.24640086,0.138816207,0.523874109,0.230527784,1.499111551,2.18276169,0.13475342,0.898430547,0.854522588,0.219441276,0.138638722,0.124235258,0.119721844,0.123384372,0.400086178,0.10003042,0.163749093,0.154374315,1.252356074,Control,Saline,C/S,c-CS-s
4283_5,0.372240332,0.451658007,0.291284339,2.373510158,5.31790251,0.151664065,0.239972299,2.623018235,0.209246555,1.654161137,0.386967428,0.406751055,0.268822418,0.342592561,0.935550594,1.025963107,1.702320481,1.244588588,0.428736284,0.821939127,0.305042368,0.453936466,0.169653174,1.038388315,2.608914756,1.067058539,0.29206558,0.327569414,0.754067737,0.22839543,0.304464308,2.137748815,0.68291737,0.542893464,0.458775218,1.007930514,0.70712637,0.370103056,0.772901081,0.264362512,0.272795097,0.355038715,0.460254677,0.186296346,1.074847595,0.150888915,1.310158302,0.371645163,0.39289986,0.621707901,0.058405282,0.142767494,0.180762558,0.140759915,0.169648365,0.226657487,0.172796804,0.118037227,0.192610401,0.087914378,0.513305301,0.269681084,1.353870682,2.459727323,0.177051391,1.458238873,0.864847938,0.192587054,,,0.141356815,0.195599364,0.487134215,0.192916751,,,1.205173968,Control,Memantine,S/C,c-SC-m
4283_6,0.362125563,0.313532295,0.253124254,1.856981858,2.519902488,0.223003,0.131186005,1.487357775,0.168562097,0.806047967,0.276290876,0.24846498,0.235587658,0.238989693,0.765678236,0.525351116,1.228722839,0.92729504,0.46013853,0.530435125,0.266934645,0.300105755,0.186279205,0.850808728,1.624030914,0.951037306,0.160149973,0.234656379,0.49062642,0.173133742,0.380944364,1.650205476,0.907919066,0.437612683,0.408203755,0.691288291,0.444932082,0.255215048,0.403647631,0.269235434,0.225838264,0.396848663,0.226631454,0.164544702,0.98820606,0.165182485,1.934623335,0.269920786,0.404441284,0.818932259,0.129611393,0.14703685,0.183169835,0.106358526,0.16836785,0.189588168,0.172906122,0.115101706,0.214949629,0.120074778,0.653375077,0.278750482,1.231627804,2.188495466,0.11386395,1.105086342,0.813106796,0.256247346,0.156684874,0.133344535,0.113328565,0.140362431,0.388381717,0.149778451,0.260762195,0.29003794,1.390301516,Control,Memantine,S/C,c-SC-m
4283_7,0.248222907,0.443452259,0.34258161,2.407240919,4.609015065,0.21833242,0.173779061,4.365425191,0.191319892,1.108655248,0.365578613,0.333718929,0.329395692,0.270635924,0.816006163,0.908245679,1.699061547,1.241570326,0.438820544,0.720732568,0.238736869,0.331541902,0.168481575,1.349117549,2.583544606,1.165384346,0.237775641,0.291527497,0.659740818,0.151013924,0.368293772,2.152705673,0.794272728,0.445307412,0.47248048,0.848035403,0.547577432,0.393438534,0.595920435,0.345783748,0.33972315,0.406368836,0.563314738,0.262144769,1.162123067,0.145893699,1.999189734,0.213871066,0.492752763,1.140517235,0.395399191,0.142366851,0.18737383,0.128155251,0.150042197,0.23835454,0.194694881,0.103034316,0.251791779,0.147536409,0.560027881,0.256758535,1.662450521,2.299786809,0.131588522,1.445920841,0.803648478,0.244120034,0.127180177,0.115506982,0.125326253,0.126794753,0.491429359,0.127727153,0.160536922,0.137065933,1.063909029,Control,Memantine,S/C,c-SC-m
4283_8,1.875890736,0.705921287,0.328742573,2.554784937,4.605130679,0.221193506,0.163039652,3.635812369,0.203000786,3.448988488,1.744889852,0.270973327,0.430457722,0.257612413,1.1194887,0.954100729,1.824193415,1.21990241,0.336480345,0.778347236,0.5257662,0.309681055,0.178124756,1.397486598,3.651100378,1.38841068,0.213622203,0.209731014,0.856444791,0.176947443,0.43405782,2.273751818,1.337267115,0.484212055,0.34029656,0.799263418,0.510695574,0.49590889,0.528583026,0.529220779,0.333661227,0.435522055,0.205746649,0.2295602,1.00476799,0.158524438,1.962655096,0.295417683,0.741798248,2.291487859,0.149597659,0.150990343,0.203143172,0.120635213,0.159841081,0.216451409,0.17232116,0.107960193,0.223919647,0.145507855,0.484546009,0.281474449,1.412839232,2.280109538,0.143118049,0.897378861,0.660322713,0.194466493,0.112471358,,0.120400026,0.109531393,0.428269183,,,,1.629733418,Ts65Dn,Memantine,C/S,t-CS-m
4283_9,0.430247021,0.314920828,0.314249053,2.650030381,3.378087895,0.209945222,0.182409528,2.324356148,0.19657763,1.006464017,0.486283853,0.26954623,0.341792224,0.280327232,0.803369672,0.651165821,1.436652916,1.147772959,0.468933786,0.88502382,0.313531227,0.399484227,0.178575069,1.228939035,2.646291597,1.526210845,0.221813793,0.220493796,0.519039481,0.160604934,0.366380101,1.82205639,0.306848741,0.401759714,0.404823662,0.661510725,0.666177035,0.352634893,0.589417427,0.264610932,0.311983566,0.339036907,0.235561083,0.1683627,0.864878613,0.151396716,0.690247469,0.291673424,0.389789678,1.192194506,0.120264116,0.1782839,0.155279813,0.111116247,0.14013002,0.161290851,0.186585117,0.134886402,0.197096112,0.113316521,0.392180332,0.305172933,1.28849966,1.656720485,0.146371276,1.229876168,0.846878998,0.245833483,0.15865342,0.153929805,0.104116244,0.121161778,0.435836192,0.141639876,0.114964371,0.117812408,1.260948619,Control,Saline,C/S,c-CS-s
4283_10,0.521504832,0.605060153,0.354771643,2.731049106,4.677901259,0.227855429,0.178909715,3.427235933,0.295694864,1.689027863,1.881541213,0.267314144,0.351667159,0.258649801,0.998868652,0.623376686,1.572961688,1.687757193,0.449894457,0.619682584,0.795922417,0.345569866,0.169875388,1.842238136,3.680687636,1.431792673,0.252187023,0.218920472,0.769102047,0.156109947,0.413662501,2.003752369,0.352256337,0.586538054,0.419497808,0.759204417,0.793941865,0.375233256,0.632178253,0.398196345,0.357347678,0.43966429,0.214157409,0.214903108,1.062568971,0.185686449,2.74109209,0.371645163,0.580870024,1.641101297,0.342035177,0.161330468,0.185446324,0.100396505,0.158854283,0.184616119,0.180864103,0.119985756,0.240244078,0.153539674,0.445923198,0.317126301,1.672929698,2.404721705,0.16244673,1.163991158,0.837583044,0.247290439,0.131530767,0.126407916,0.119018391,0.11437885,0.572814871,0.143189253,0.114964371,0.192520336,1.647336245,Ts65Dn,Saline,C/S,t-SC-s
