MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
751_1,0.246760665,0.515039327,0.310580051,2.856362728,4.21978339,0.243281909,0.185377646,2.446535408,0.23851432,1.26286294,0.382016577,0.346878858,0.32691224,0.290504005,0.913104173,0.531475085,1.826352767,1.710360889,0.421327202,0.805074337,0.232803636,0.316329337,0.175901968,1.281901949,2.169365094,1.107363271,0.254753719,0.297406109,0.798994648,0.168972284,0.380488969,2.530050939,0.905118726,0.486328948,0.342563339,0.781014643,0.578941926,0.359337633,0.551348163,0.311898566,0.355457181,0.483771436,0.365808183,0.178863065,0.956859078,0.124859742,1.473063199,0.296131494,0.486783876,1.107159972,0.159893248,0.152002929,0.17291814,0.130817225,0.17684826,0.199789315,0.194979213,0.114941935,0.198049505,0.136638621,0.59397174,0.284143783,1.576708363,2.443510366,0.158940641,1.294954433,0.846416999,0.289741152,0.148685837,0.140030122,0.139917025,0.136235797,0.415045658,0.130673414,0.185497356,0.277301442,1.295131492,Control,Saline,S/C,c-SC-s
751_2,0.297632748,0.400788988,0.365328397,2.480100345,4.852945218,0.217759396,0.202697169,3.571908626,0.220597411,1.18021064,0.319638866,0.348240743,0.323854484,0.325876573,0.937673104,0.851170155,1.861378979,1.278475965,0.442667724,0.86730252,0.314883068,0.493794616,0.201619474,1.417627834,2.301493937,1.103181939,0.310446297,0.287145627,0.709742743,0.215886899,0.312385831,2.261681386,0.848497679,0.515439483,0.442092806,0.881832225,0.601523174,0.364240699,0.621943195,0.387826947,0.343713979,0.458526234,0.33815073,0.178969273,1.20559732,0.146142287,1.337793182,0.293481826,0.540613668,1.198567267,0.060027771,0.149538925,0.184104892,0.144346875,0.1622129,0.216238221,0.172854318,0.117715419,0.281779719,0.130609062,0.645343557,0.306752452,1.614492985,2.380265961,0.161073962,1.409601378,0.912341204,0.228372997,,0.124928604,0.145815971,0.123294642,0.413732771,0.163267221,0.114964371,,1.15147159,Control,Memantine,S/C,t-SC-m
751_3,0.422014241,0.512274633,0.340178084,2.297429246,3.952793451,0.221414097,0.174110273,1.737719908,0.200287764,1.447622218,0.521965871,0.291772529,0.309204263,0.241598264,0.666610405,0.553333355,1.280733036,2.687690965,0.44722894,0.617314068,0.37975222,0.320181619,0.192628188,1.643585478,2.818537035,1.22747329,0.234402437,0.274658158,0.779494647,0.163929334,0.376244334,1.898662865,0.378884798,0.418450239,0.258723958,0.655148285,0.546571083,0.397391863,0.505301186,0.354819027,0.243640375,0.364825107,0.352157347,0.154609734,0.8882744,0.164849139,2.9937926,0.284444312,0.499681289,0.974773951,0.391880781,0.155218233,0.173839013,0.109398307,0.15950829,0.167945631,0.180156608,0.1280934,0.257619941,0.107410617,0.530805899,0.284124004,1.546018365,2.385648601,0.159202617,1.191226665,0.903676185,0.25580109,0.186259025,,0.106944298,0.113313972,0.465771612,0.211780007,0.156619969,0.151987665,1.867840112,Ts65Dn,Memantine,C/S,t-CS-m
751_4,0.464157651,0.678548643,0.353967996,2.343316675,4.201503154,0.253697538,0.197115383,2.282568878,0.238658024,1.558789319,0.934071629,0.344641482,0.387469095,0.293687241,0.836204364,0.590060671,1.615996362,1.412046253,0.466075979,0.601479133,0.302417056,0.377228192,0.199014898,1.32056174,2.125407557,1.384214636,0.264403195,0.278468776,0.716676796,0.165722261,0.492185309,2.050060729,0.326943182,0.468309506,0.369969483,0.729620375,0.59034101,0.317603777,0.500551143,0.344913801,0.336649563,0.444056819,0.511188799,0.182484805,1.02400969,0.166094636,1.873234569,0.313791962,0.542959288,1.12252609,0.275880248,0.159175989,0.181414521,0.125878875,0.15680819,0.118818549,0.193510781,0.111327851,0.227146918,0.117794306,0.593961887,0.257977951,1.773086371,2.354586369,0.158970402,1.275684247,0.845802609,0.193291338,0.156264797,0.10000489,0.126758875,0.10003989,0.482082026,0.133836224,0.158097492,0.117812408,1.323132327,Ts65Dn,Memantine,C/S,t-CS-m
751_5,0.51363498,0.857794778,0.24796566,2.137224038,5.224318584,0.218398363,0.189317886,3.907964411,0.276768687,1.697707543,0.753580135,0.347549671,0.401634621,0.291441502,0.857283813,0.791389102,1.556790284,2.417745359,0.545144965,0.780882683,0.579170109,0.391610298,0.171761076,1.563331218,2.676824062,1.505273957,0.243034321,0.298353467,0.807809647,0.152682661,0.426442969,2.574239956,0.306053503,0.467723477,0.374972269,0.764633028,0.56187873,0.33996382,0.528311349,0.375102026,0.288982112,0.438033008,0.238906762,0.20546063,0.904521612,0.165362733,2.244752583,0.338493463,0.443024973,1.135252215,0.32310505,0.155167012,0.190971535,0.115537481,0.157020989,0.184970012,0.168470568,0.110226587,0.243666187,0.130389143,0.59805985,0.337759337,1.501392994,2.28004153,0.138429156,1.206332452,0.980783985,0.227354035,0.148121099,0.109725837,0.115787286,0.101720002,0.578546326,0.103183603,0.159422861,0.147182242,1.73612087,Control,Memantine,C/S,t-CS-m
751_6,0.447797217,0.590688821,0.357844452,2.409424993,3.763062713,0.217922884,0.20306832,4.236252501,0.232523206,1.605257113,0.423464365,0.311905269,0.337223712,0.331047081,0.710173415,1.158160005,1.471587011,1.684708782,0.560439517,0.722416959,0.215206452,0.305099411,0.237556111,1.473935748,2.701568921,1.297063515,0.265538894,0.22678097,0.761835757,0.189941712,0.458243813,2.750395417,0.629169157,0.549219114,0.451694486,0.813600887,0.561198332,0.391607134,0.563211897,0.367684452,0.391745047,0.474848187,0.382570493,0.182384535,0.852680755,0.168762523,1.550488455,0.299535787,0.338512186,0.861592517,0.058405282,0.130777046,0.164195299,0.134052075,0.159541988,0.173135132,0.184930143,0.16042677,0.216620537,0.107664678,0.428091722,0.291856373,1.653779499,2.641005934,0.132542259,1.322309231,0.961705869,0.226073897,0.126215973,0.107576606,0.127622089,0.109364075,0.539575026,0.117428187,0.164125028,0.155444653,1.333173655,Control,Saline,S/C,c-SC-s
751_7,0.531417007,0.744703186,0.321896293,2.604373649,5.337030702,0.253839944,0.19593953,5.179429528,0.289898179,1.19685651,0.662969023,0.32186288,0.441561591,0.308064686,0.994642455,1.046352157,1.896727384,2.384886141,0.574070241,0.67465813,0.587667726,0.350126808,0.189028983,1.853461658,3.216119344,1.361377294,0.275993627,0.312654912,0.83240898,0.171008227,0.511660104,2.971502269,0.392746907,0.442418684,0.458407669,0.856662019,0.53365778,0.322208014,0.57812096,0.300483771,0.309719463,0.462284101,0.370759874,0.212711282,1.076701416,0.190739081,1.607566,0.305527188,0.360553636,1.121529168,0.165471415,0.158717978,0.197022792,0.137056902,0.171114293,0.200076257,0.17073923,0.116635306,0.216393133,0.136596967,0.556062029,0.347733791,1.682860998,2.383630074,0.146590692,1.232260004,0.870425602,0.244711577,0.168566402,0.122927469,0.137133952,0.119771262,0.542109297,0.143155761,0.165161536,0.195183998,1.517337122,Control,Memantine,C/S,c-CS-m
751_8,0.349070666,0.517466674,0.337704791,2.101166082,3.490423807,0.248584637,0.191950453,2.703841136,0.23173453,1.122728796,0.399516015,0.345264922,0.317439795,0.294913362,0.727832215,0.880113205,1.529589389,1.242563383,0.419920017,0.616799837,0.298893108,0.310002507,0.188639676,1.011846416,2.738397923,1.181195772,0.264368897,0.205568062,0.781078683,0.159246384,0.366097281,2.237089924,0.515549039,0.451914258,0.449368073,0.725873367,0.629934326,0.332392238,0.558561341,0.366472041,0.392550109,0.476155159,0.411921676,0.177801526,0.983027246,0.167247758,1.522513612,0.290746598,0.357913458,1.316663626,0.188714704,0.168477381,0.197460941,0.121812298,0.152890667,0.185765017,0.184209242,0.127100613,0.213897669,0.103431988,0.480792614,0.278022782,1.247747172,2.462384254,0.142260617,1.360963257,0.843802551,0.296184556,0.166118842,,0.126820228,0.106108075,0.413530056,0.221780114,,,1.356646397,Control,Memantine,S/C,c-SC-m
751_9,0.509771573,0.808909409,0.396907523,2.453911708,4.921170897,0.227386901,0.178501698,3.649428955,0.224193326,2.542574229,2.023960739,0.33901433,0.378394946,0.230006546,1.069479865,0.592376787,1.958944074,2.373120186,0.55487774,0.807687374,1.690151124,0.379864833,0.18510545,1.502948229,3.511650591,1.471142372,0.264410777,0.303768562,0.927206182,0.175327912,0.490066163,3.194291151,0.348631316,0.423735554,0.451630846,0.761026875,0.503644097,0.491814452,0.613689751,0.307307671,0.397924212,0.429157228,0.276332335,0.223345893,1.06467041,0.191589278,1.355555881,0.371645163,0.344172065,1.233988869,0.137451969,0.160597164,0.125317528,0.120013252,0.16099128,0.194462294,0.28752984,0.118578401,0.248644344,0.166736126,0.477574546,0.240368176,1.872209934,2.336982365,0.142221127,1.205363404,1.045928333,0.229832427,0.146638117,0.137437131,0.120433972,0.109161654,0.553854614,0.125345223,0.187219459,0.131153183,1.989487584,Control,Memantine,C/S,c-CS-m
751_10,0.341528433,0.317002948,0.433639946,2.054933584,3.890309699,0.224933724,0.179896333,4.598571295,0.207061371,1.241243234,0.34551142,0.377123505,0.407210137,0.268925191,0.714743448,0.347869177,1.586776401,2.298920598,0.463469998,0.482042181,0.358580073,0.339930278,0.218903452,0.983669179,2.438739355,0.82582412,0.294941712,0.265069817,0.540110594,0.173023122,0.391692149,1.927851139,0.305854348,0.467430825,0.356939815,0.839925681,0.573490998,0.336055308,0.578222855,0.316806847,0.331262627,0.477825591,0.519258407,0.198374303,1.004590233,0.164308263,3.112734616,0.306542409,0.702034212,1.046910337,0.22194047,0.16358693,0.195085936,0.135024853,0.180892717,0.178440265,0.319909633,0.138343389,0.205144106,0.15992713,0.581045221,0.31192145,2.224172185,2.231566062,0.133934854,1.2445769,1.050143192,0.220989568,0.242494945,0.210160305,0.113032882,0.165813548,0.433872738,0.419906137,0.160733611,0.226948439,1.584164204,Control,Memantine,C/S,c-CS-m
