MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4063_1,0.404078487,0.39329802,0.258646761,2.537219074,4.763483956,0.267734326,0.196696461,6.239022481,0.25068985,1.408940699,0.615309702,0.37226652,0.305829972,0.276983901,0.907764236,0.768172497,1.507286994,1.698463654,0.378602145,0.805660307,0.480720236,0.32196845,0.172461821,1.875116178,3.118564188,1.231437572,0.248315797,0.290904133,0.747611668,0.159191145,0.443651839,2.337911431,0.364663292,0.469018487,0.333555573,0.794370795,0.608085342,0.447709689,0.500323161,0.47787577,0.293532819,0.588211351,0.328939381,0.208481755,1.153704785,0.17672755,2.720967616,0.343596033,0.71673692,1.943465926,0.353691447,0.188511871,0.218786215,0.10367622,0.193112762,0.162056035,0.131084288,0.12970649,0.188710718,0.150023998,0.484368756,0.294377167,1.766372292,2.187000994,0.13112021,1.345430613,0.968565298,0.216071995,0.148654178,0.198678882,0.11567662,0.116070042,0.512887636,0.119642698,0.148427155,0.284082044,1.734075104,Ts65Dn,Saline,C/S,t-CS-s
4063_2,0.432589268,0.601151441,0.24018969,1.617905275,2.987844664,0.198898991,0.174873465,2.983713519,0.146303601,1.039560151,0.250673435,0.297001991,0.279275514,0.387818844,0.687749239,0.405856396,1.187085197,0.727791772,0.394686587,0.699710681,0.352392278,0.277249014,0.168055291,0.750069594,1.891939694,0.861199075,0.205707981,0.176193403,0.384448463,0.127399135,0.341353249,1.563197177,0.850503838,0.335109754,0.448224017,0.840003692,0.643080722,0.417332192,0.600392267,0.464052707,0.356211461,0.614461046,0.406511348,0.135427432,0.873274834,0.160187946,2.154131693,0.244601547,0.325878721,2.291487859,0.322288778,0.195193545,0.189974498,0.151460835,0.148877366,0.163511775,0.271479055,0.126493695,0.171477559,0.099746949,0.575879632,0.316777975,1.214843517,1.554312227,0.167008116,1.157684523,0.811502307,0.248319374,0.173755827,0.14885417,0.119851221,0.144305794,0.370489165,0.246425439,0.203517463,0.211312886,1.161886992,Ts65Dn,Saline,S/C,t-SC-s
4063_3,0.265129733,0.685033553,0.225259253,3.063903074,5.235121515,0.244152947,0.196195537,2.812842912,0.252020619,1.360464847,0.513380956,0.34128218,0.330584913,0.290791991,1.054560547,0.840532957,1.934777999,1.452827289,0.427891398,0.812504536,0.316705549,0.493698667,0.192380313,1.114534191,3.971929989,1.214744763,0.231822213,0.367081448,0.894124618,0.171745874,0.405885593,2.947572011,0.255819865,0.524939374,0.494800377,0.911023182,0.642097604,0.488431837,0.670542127,0.447769872,0.322057743,0.574462096,0.221709484,0.202525001,1.277727805,0.157275007,0.653351389,0.360716974,0.492221406,1.255457514,0.082627729,0.167776383,0.193345411,0.146390906,0.161851241,0.214253053,0.318079753,0.13500588,0.215001619,0.137448224,0.517168311,0.3234872,1.513350569,2.434051876,0.159323855,1.176594127,0.951699849,0.227719083,,0.131511527,0.142762163,0.133691922,0.486926712,,,,1.543026289,Control,Memantine,C/S,c-CS-m
4063_4,0.503836218,0.843528732,0.314377419,2.372493748,3.757774906,0.255234291,0.184954695,3.147005485,0.164506333,1.648239626,0.767575994,0.281718591,0.391208825,0.225056119,0.830103823,0.542833019,1.316081047,1.892319932,0.447347276,0.649444512,0.575989181,0.386776401,0.25625879,0.875412084,2.460923066,1.167735199,0.234892728,0.278573637,0.763970499,0.179404901,0.472580561,1.942673956,0.312288415,0.439991811,0.386379903,0.612729775,0.571031622,0.330917324,0.482273727,0.375567974,0.250938873,0.329562292,0.179580774,0.193423081,0.93515034,0.162374884,0.643948172,0.307961862,0.559682882,0.871052066,0.073742615,0.151505169,0.172314729,0.109619523,0.150446688,0.178302021,0.18510044,0.126853711,0.212686862,0.117112134,0.413939516,0.275802174,1.4573996,2.19413309,0.122422427,1.106000073,0.955435467,0.233452287,0.105861914,,0.104608533,0.114162529,0.313720114,,,0.206453554,1.5516991,Ts65Dn,Memantine,C/S,t-CS-m
4063_5,0.217629487,0.475641498,0.267590867,2.221952669,3.906151168,0.246910734,0.172906543,3.753668395,0.219933968,1.11058927,0.312878995,0.313826255,0.282267641,0.387818844,0.976871835,0.647454415,1.904518115,1.311450997,0.45208081,0.811976832,0.287215427,0.482846577,0.215605004,1.064164878,2.743473541,0.95101907,0.203431679,0.285021895,0.50454243,0.204176462,0.400945261,1.951487971,0.64065679,0.565629372,0.675870003,0.901082437,0.648654951,0.362222263,0.757291471,0.239771151,0.350540082,0.403866381,0.374557679,0.149607679,0.802778291,0.154326662,1.323929491,0.213871066,0.351241452,0.719418744,0.173251283,0.183031376,0.154847109,0.121891478,0.135018691,0.175680816,0.408853956,0.128428659,0.204479659,0.115626694,0.615560562,0.277921382,1.32285155,2.197860967,0.11386395,1.371070021,0.642490535,0.21349867,,,0.141853074,0.10000043,0.405726003,,0.114964371,0.117812408,1.010231794,Ts65Dn,Memantine,S/C,t-SC-m
4063_6,0.46932334,0.583096205,0.327967979,2.634315632,4.248305092,0.227884299,0.2037661,2.411702557,0.171818619,1.344802314,0.376736853,0.32206878,0.327132035,0.245459551,0.909506855,0.892700275,1.86865805,2.230211902,0.586405788,0.762435807,0.3935356,0.367207906,0.183700877,1.053642185,2.510473308,1.39741463,0.244367406,0.290161205,0.774274884,0.166782586,0.485132151,2.27440241,0.316063441,0.472058018,0.431746483,0.801216544,0.521683513,0.46556943,0.576577591,0.343182087,0.29802241,0.420554196,0.57286926,0.145890571,0.896524744,0.15719239,0.827934693,0.283785111,0.338933725,1.338586508,0.115547347,0.148740668,0.161054882,0.137581389,0.161238101,0.222299526,0.173582331,0.11335418,0.218568341,0.129896201,0.584711968,0.297228686,1.522174456,2.357524658,0.126870142,1.325819918,0.840821561,0.229764081,0.117610274,0.149471041,0.149574895,0.142195832,0.417434065,0.134978113,0.205554372,0.209,1.614634111,Control,Memantine,C/S,c-CS-m
4063_7,0.367026278,0.542352154,0.242046206,2.999547624,4.229645455,0.26581706,0.192634174,5.109484697,0.254214562,1.257192637,0.315461885,0.370110042,0.315102705,0.295513568,1.086274526,1.184816961,1.994832434,1.208874463,0.400701436,0.835709774,0.277334779,0.377868403,0.189400593,1.22503961,2.80011551,1.253294405,0.250765784,0.358067019,0.890496984,0.167535972,0.442564364,2.036895904,1.054719822,0.477286783,0.432210674,0.800206837,0.566437488,0.345079863,0.64253958,0.341279768,0.349704605,0.458833193,0.366081158,0.184872633,0.973386107,0.15105988,1.46207625,0.2585061,0.316727618,1.370344813,0.188983914,0.148241521,0.184624002,0.126014357,0.1450408,0.208846743,0.179543444,0.11562938,0.288790786,0.12622916,0.517862108,0.264779656,1.552846464,2.40283608,0.159631639,1.402004921,0.838781413,0.248277958,0.165649034,0.10097781,0.136312577,0.102423043,0.526983326,0.106506547,0.170150529,0.117812408,1.38428386,Control,Memantine,S/C,c-SC-m
4063_8,0.39080441,0.61150904,0.350914447,2.314266594,4.383890543,0.339803094,0.179637701,3.152000823,0.193569458,1.390442212,0.334429297,0.307841083,0.312320265,0.286956328,0.828693795,0.618558611,1.714424614,1.284850159,0.439671037,0.734427197,0.276184738,0.397063948,0.212797991,1.013640705,2.610468123,1.175426176,0.23474583,0.333271314,0.740813946,0.173509796,0.419170879,2.20589039,0.7583993,0.457746708,0.437383537,0.786436669,0.632067436,0.318427884,0.605987468,0.317813659,0.398639543,0.447471895,0.486658032,0.162386168,1.001396057,0.133462394,2.258996761,0.3147038,0.346354708,1.589359443,0.212788075,0.189125384,0.125317528,0.125887232,0.166295635,0.208988296,0.139074883,0.110574693,0.271167258,0.128981043,0.532312937,0.325248928,2.224172185,2.337254415,0.199461537,1.426201156,0.95677922,0.245185299,0.162634196,0.192822267,0.126896031,0.134594029,0.481328273,0.173700237,0.168667099,0.282302603,1.107704395,Ts65Dn,Saline,S/C,t-SC-m
4063_9,0.477989575,0.488957499,0.250416836,2.109846813,3.715208721,0.275037875,0.201914928,3.864090749,0.228697974,1.242549792,0.314593621,0.34521505,0.283164197,0.265017379,0.870777253,0.88764228,1.599599544,1.227172639,0.482693059,0.689831743,0.278427305,0.397967321,0.147281734,1.164372771,1.929337108,1.161562066,0.259959937,0.304426776,0.747625289,0.182806735,0.445912213,2.267835777,0.892698377,0.477101376,0.402897639,0.807732024,0.57941351,0.334619974,0.549314075,0.317312506,0.309283954,0.449629715,0.351681904,0.149747245,1.006262379,0.14938691,1.811196084,0.235607962,0.291859016,0.621707901,0.075805444,0.130032823,0.160169875,0.147101621,0.176609521,0.177673129,0.183297711,0.107297379,0.212704538,0.08649174,0.549219654,0.271915333,1.461369058,2.507384045,0.172909845,1.286900588,0.780002944,0.20652408,0.126585919,0.093938947,0.132618021,0.118652126,0.516070061,,0.239574736,,1.100615183,Control,Memantine,S/C,c-SC-s
4063_10,0.30969209,0.57183111,0.286216792,2.684808,6.215859031,0.212801686,0.234619716,4.621038003,0.173022372,1.607928762,0.356151544,0.366734789,0.338999033,0.298003804,0.86612868,0.933091061,1.55171452,1.280160149,0.407712529,0.783435962,0.27357014,0.342812077,0.166821328,0.999339095,1.886990327,0.880785644,0.243214179,0.254756601,0.62783816,0.115017986,0.388707104,2.132126517,0.552423807,0.607219994,0.515061441,0.811228756,0.63362245,0.460798297,0.643897481,0.29973645,0.354616512,0.455730862,0.353659649,0.155695193,0.853527987,0.14318493,1.40413651,0.256950321,0.324139371,0.903112792,0.192115869,0.185973371,0.193156912,0.120420575,0.15456101,0.186827153,0.189310845,0.11544712,0.260117805,0.144354473,0.605565389,0.272953688,1.765703301,2.50444386,0.185660887,1.450359521,0.98338824,0.283224874,0.168866195,0.158966366,0.126052295,0.183190442,0.484859542,0.14820909,0.214012589,0.259305485,0.931319009,Control,Memantine,S/C,c-SC-m
