MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4423_1,0.364293051,0.310580721,0.310464464,2.675166808,4.051765528,0.243213943,0.185145332,4.657692127,0.200998115,1.346724182,0.418428793,0.345165976,0.3217401,0.231536906,0.842600028,0.871893478,1.697248219,1.25563635,0.445863559,0.685812991,0.269104266,0.366599649,0.176495861,1.353001095,2.296532263,1.144899098,0.237464937,0.296075241,0.745418748,0.178781384,0.441252992,2.241831688,0.825481212,0.468313612,0.442512043,0.751801228,0.590301768,0.385049044,0.552290451,0.344594353,0.294567115,0.398344459,0.315775834,0.188087838,0.921133399,0.139695578,1.947472321,0.272757156,0.368774809,1.288247111,0.061530781,0.14286373,0.170913266,0.123886046,0.150947246,0.185646041,0.141004325,0.124052716,0.264989113,0.105612827,0.566826873,0.29285646,1.473509947,2.173035678,0.152803749,1.327514587,0.890471218,0.193721544,0.157676793,0.10600409,0.105729016,0.122642564,0.466944404,0.100924973,0.179101095,0.169112639,1.061142443,Ts65Dn,Memantine,S/C,c-SC-m
4423_2,0.328828372,0.396238727,0.332984049,2.533348309,4.197408448,0.223994389,0.179699296,5.646555311,0.137958533,1.247507356,0.428170161,0.39658563,0.342347697,0.23692346,0.918599224,0.831887937,1.865632858,1.75389687,0.472091763,0.865010305,0.287107094,0.340936938,0.177368921,1.483744253,3.498881543,1.430965709,0.230700873,0.278306978,0.749899009,0.169063991,0.440363978,2.116054927,0.917631413,0.360483459,0.443491623,0.939950056,0.585816621,0.451333693,0.661322982,0.30508342,0.298443129,0.47252383,0.405085077,0.212589706,0.989014006,0.165889916,2.511961633,0.2931938,0.324963753,1.235721842,0.387237328,0.137593343,0.199250541,0.112203514,0.155599226,0.194740882,0.176927378,0.116981403,0.212368972,0.132724367,0.59772405,0.313767809,1.413779684,2.705193035,0.176062855,1.38994021,0.880051695,0.235032508,0.135689033,0.115423059,0.110113064,0.102175002,0.595040274,0.118045767,0.171261356,0.293018097,1.385572711,Control,Saline,S/C,t-SC-s
4423_3,0.287483753,0.575673552,0.290790592,1.484990958,2.7123935,0.166066678,0.133674294,2.805658195,0.188584453,1.193567202,0.386165113,0.214585604,0.212873563,0.201004807,0.745052495,0.625338136,1.313269018,1.178585439,0.335216035,0.576869569,0.265977761,0.250328803,0.160918541,0.945208232,1.750604102,0.970476406,0.197846685,0.229005606,0.56268601,0.121398099,0.370030572,1.62677868,0.537439948,0.333233415,0.675870003,0.784984056,0.638865005,0.312261049,0.512910806,0.366999776,0.321008923,0.48434991,0.427393842,0.14699878,0.813023341,0.151844601,0.900681431,0.222118212,0.341502064,0.720449221,0.186152279,0.173885074,0.188927397,0.124651923,0.143408141,0.179030747,0.150768252,0.120146168,0.228587134,0.119398141,0.68935565,0.264431355,1.658762467,2.557213743,0.219114061,1.525561352,0.750899331,0.278774745,0.105861914,0.124810402,0.12165302,0.197284345,0.309008672,,0.20100002,0.376429902,0.970126767,Control,Memantine,S/C,c-SC-m
4423_4,0.398840573,0.530695033,0.386799561,2.28550504,4.87931504,0.211392001,0.167451523,5.297687877,0.207106181,1.343956965,0.31758258,0.326381313,0.383806816,0.259184281,0.897230009,0.889172561,1.726984739,1.229895474,0.475888258,0.826231568,0.25089433,0.404217945,0.185502806,1.115570129,2.456721754,2.127601586,0.26861113,0.295101108,0.690922161,0.177983508,0.321794708,2.294504096,0.541356115,0.447064731,0.438005223,0.857277186,0.579619759,0.364849405,0.581617968,0.321438475,0.282299393,0.393320948,0.314655929,0.168552219,0.935081223,0.1313279,1.778905242,0.280714864,0.366398793,1.253261834,0.058405282,0.145229602,0.183649813,0.125255754,0.169521641,0.19269456,0.142114531,0.116194529,0.200007817,0.165934206,0.579800857,0.27420048,1.574484213,2.437304986,0.166253005,1.464761513,0.900444787,0.254147156,0.12251178,0.116930899,0.138061884,0.122704365,0.438040976,0.146259116,0.197587461,0.187452465,1.071892889,Control,Memantine,S/C,c-SC-m
4423_5,0.374495351,0.522921826,0.303215819,2.001224085,3.085763578,0.228266449,0.155331087,6.541275068,0.237571297,1.295387155,0.319119462,0.367215442,0.298763547,0.274541245,0.894538525,0.696532082,1.638973784,0.727791772,0.499549424,0.652918799,0.288886746,0.323167216,0.174146819,1.093655419,2.956871865,1.021424618,0.240390751,0.283426586,0.657919656,0.138478334,0.488590148,2.034268873,0.522072052,0.420237808,0.40699218,0.813218459,0.528215106,0.331978457,0.569947495,0.336983516,0.398855356,0.441538858,0.373953837,0.252345217,1.242160996,0.167181431,1.291498882,0.333743461,0.349823935,1.083457761,0.140597986,0.179719763,0.180823135,0.138436063,0.159432053,0.181929092,0.193351815,0.103745414,0.264491911,0.152086543,0.535935363,0.287481229,1.681078368,2.596954101,0.164334424,1.405616469,0.895708871,0.201538685,0.138342311,0.114293456,0.134337003,0.127204457,0.519948491,0.104560245,0.197382422,0.166969484,1.010535543,Ts65Dn,Memantine,S/C,c-SC-m
4423_6,0.358494386,0.597583191,0.32587213,3.075102881,4.080053323,0.254124933,0.1775091,1.487357775,0.192491566,1.241762796,0.451761879,0.357936418,0.296331591,0.2925952,0.726470439,0.457229886,1.719540903,1.368824504,0.386349644,0.717700936,0.369554445,0.349417566,0.192709183,1.120327355,3.017943164,1.015622021,0.23745007,0.228654601,0.567383803,0.159779266,0.421294057,2.636758819,0.843233517,0.574195727,0.567991366,0.895899945,0.689583492,0.463950116,0.605453268,0.479242208,0.429564067,0.468855027,0.44238285,0.157654282,0.936005221,0.120341615,0.867643682,0.257372206,0.311668846,1.318811829,0.084147101,0.14325875,0.183060491,0.128057369,0.180813228,0.197884977,0.217510371,0.119156921,0.182841226,0.122609491,0.358128164,0.26300847,1.714431858,2.189081023,0.160762264,1.368099924,0.626595498,0.214797153,,0.1610018,0.120223349,0.129742463,0.485920679,0.162059675,0.257575774,0.271356419,1.73989089,Control,Memantine,C/S,c-CS-m
4423_7,0.389750629,0.511720835,0.327230366,1.998818843,2.528719564,0.269647807,0.180581073,4.830561633,0.211006692,1.2434265,0.312275857,0.325741932,0.340610447,0.298917531,0.695954198,0.986378948,1.376661504,1.801228216,0.453460279,0.570926817,0.285760662,0.303739908,0.18954407,0.965287949,1.463889774,1.0037988,0.253431067,0.284723578,0.590552945,0.185797016,0.413453427,1.75433404,0.571236984,0.478310807,0.36196086,0.747056459,0.553567557,0.302080945,0.536927474,0.350038654,0.3404027,0.491599359,0.413960477,0.148833831,0.797392212,0.145225959,1.500486742,0.272840429,0.257498914,0.968005238,0.069733725,0.149970112,0.173066139,0.121694166,0.150462775,0.17570779,0.179895249,0.093037247,0.214913138,0.104816414,0.58573644,0.287052756,1.244699856,2.567334216,0.158312339,1.334612482,0.806579397,0.21074174,0.164630159,0.107556386,0.125166186,0.192854014,0.468417328,0.122762555,0.189660672,0.274364458,1.28653959,Control,Memantine,S/C,c-SC-m
4423_8,0.920414608,1.913652131,0.350829874,2.352470494,4.239358975,0.190958107,0.163300172,2.541283925,0.258623893,0.806047967,1.085551749,0.250794609,0.26726679,0.237937985,0.869151335,0.567924735,1.54408273,1.693635213,0.449810606,0.693814691,0.723025946,0.305264392,0.139733655,1.035667401,2.133663756,1.573140953,0.273677283,0.275129769,0.485472376,0.176448661,0.385721289,2.7360623,0.3670238,0.380937796,0.31651064,0.66425958,0.435050228,0.334501354,0.430586202,0.288142475,0.24823223,0.332436795,0.212811388,0.162883649,0.620380204,0.196226318,1.500079176,0.272977945,0.496595005,0.885043061,0.088749276,0.134106188,0.172219898,0.112011843,0.151102352,0.190850564,0.184923037,0.16042677,0.19460444,0.104015475,0.451457462,0.227200947,1.403891462,2.118512417,0.143895276,1.034061756,0.805528968,0.217844253,0.148692569,0.113805954,0.111626803,0.111347631,0.468493911,0.175941152,0.157104197,0.117812408,1.676442744,Control,Saline,C/S,c-CS-s
4423_9,0.415528335,0.655479837,0.325341491,2.170593967,3.305449597,0.294971403,0.160172438,2.528861007,0.251355883,1.527833765,0.675594471,0.31367164,0.436484921,0.306588921,0.79216927,0.831577532,1.439683549,2.391389998,0.578791322,0.573573224,0.393718456,0.379183152,0.185895662,0.914984643,2.441351181,1.313952993,0.259018832,0.270451857,0.844392591,0.172274794,0.551572019,2.129368688,0.344948601,0.408634819,0.353143485,0.631188521,0.560901468,0.321995996,0.514923989,0.379005246,0.279981119,0.493842665,0.501253285,0.160688021,0.999048108,0.15577144,2.999205064,0.31485575,0.406047957,1.447978375,0.203870699,0.147601349,0.174081037,0.127880256,0.151032602,0.208675018,0.138905347,0.115609056,0.213871289,0.105108054,0.434599698,0.289305145,1.544112662,2.079048144,0.131630072,1.274101992,0.902314635,0.231665423,0.144663131,0.121142754,0.125871836,0.102993724,0.484502066,0.110198182,0.150087453,0.251600933,1.596379451,Ts65Dn,Memantine,C/S,t-CS-m
4423_10,0.392469773,0.410377499,0.235531476,1.879432517,2.852841739,0.181015679,0.152670137,1.487357775,0.167846941,1.968412419,0.366497628,0.277775628,0.266895413,0.293936476,1.1194887,0.557309846,1.158307776,1.994755751,0.39513663,0.500689227,0.265502724,0.271483664,0.148225218,0.891947125,1.891189054,0.78192807,0.192296147,0.204429285,0.493357295,0.134453589,0.358279691,1.667560742,0.527136605,0.301336667,0.57034437,0.994917832,0.457746548,0.302448462,0.476183651,0.239771151,0.328306526,0.418588706,0.474974788,0.130574103,0.993084095,0.138257694,1.527028724,0.234479288,0.266183631,0.894600294,0.064786638,0.176047994,0.185662094,0.129676586,0.158983944,0.164048184,0.167146449,0.099628191,0.2829525,0.157052495,0.62072457,0.294754324,1.203029867,1.741425965,0.224641946,1.118610583,0.776279786,0.228760722,0.183831292,0.140533606,0.125166326,0.140459392,0.38595284,0.213649317,0.297011352,0.188433467,0.902270049,Control,Saline,S/C,c-SC-m
