MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
1314_1,0.314810034,0.428830487,0.244421292,1.636726503,5.382901177,0.190783703,0.151927421,3.398984568,0.272295804,1.193964455,0.329813637,0.247598274,0.239729922,0.220187352,0.961542449,0.974892696,1.659947811,1.041583542,0.315675245,0.762682589,0.249555773,0.342434202,0.148957851,1.385275054,2.551270903,1.027209412,0.200215295,0.248368371,0.655186943,0.149192387,0.358176296,2.783626269,1.280481282,0.484697284,0.258723958,0.299121951,0.562444846,0.315555412,0.556207251,0.29398152,0.299357504,0.378249319,0.453742787,0.188830661,0.980088297,0.139567858,2.291260689,0.307663576,0.661526614,0.879405428,0.29944398,0.152007743,0.192633967,0.111436515,0.147936997,0.169949738,0.142083971,0.11099525,0.250401559,0.146361061,0.497498408,0.299282019,1.334406137,2.108832941,0.146907016,1.182362136,0.756168419,0.240550506,0.117067073,0.133892256,0.119539656,0.151672826,0.41249788,0.156866452,0.146895377,0.263206435,1.156692205,Ts65Dn,Saline,S/C,t-SC-s
1314_2,0.331534098,0.574919036,0.22218821,1.484990958,2.924760593,0.180915063,0.152336758,2.403361112,0.188882458,0.945776872,0.220245251,0.264774049,0.237073663,0.226715502,0.682936251,0.487297196,1.008589221,1.960029568,0.383816871,0.608575135,0.201870948,0.250328803,0.146575481,0.88468282,1.697200022,0.925417986,0.160149973,0.276714891,0.492034863,0.138751289,0.345847047,1.588727,0.577889844,0.42500287,0.465663694,0.60604833,0.443867976,0.317070715,0.428792088,0.347371871,0.296490249,0.341750899,0.274864678,0.195171303,0.862173628,0.14417927,1.271659302,0.241672575,0.267361431,0.86516328,0.318766841,0.139719166,0.125317528,0.121492723,0.148456535,0.1926117,0.164949011,0.101566755,0.229710451,0.108435976,0.519658664,0.257259775,1.323934864,2.153623582,0.131455339,1.16558736,0.814227717,0.276064187,0.128651114,0.129427197,0.105508014,0.122182152,0.367884591,0.145310883,0.18355751,0.256637133,0.980245903,Control,Memantine,S/C,c-SC-m
1314_3,0.334487584,0.563704175,0.331134492,2.072214104,3.579343963,0.248800164,0.214151453,2.289226524,0.22904947,1.613901211,0.56745722,0.328231726,0.325364581,0.387818844,0.701047016,0.646160853,1.635450448,1.396238481,0.531569787,0.818860568,0.366004796,0.453746492,0.229578584,1.081382714,2.649697117,1.081112612,0.258613539,0.358836171,0.762541905,0.246882793,0.46336151,2.073302064,0.867958586,0.465937356,0.482598287,0.816353215,0.618247113,0.316654061,0.540425018,0.462360332,0.304701223,0.520812613,0.370912944,0.14602284,0.770724648,0.1628507,1.322886069,0.283712066,0.290579107,1.248075929,0.368091327,0.198879254,0.158080658,0.12117037,0.180868396,0.185201207,0.146013004,0.123294396,0.205900928,0.183504205,0.471099451,0.294204072,1.688757568,2.354360735,0.186555435,1.639129469,0.926042701,0.319425941,0.105861914,,0.13767252,0.161384306,0.46685764,,,,1.450622065,Control,Saline,S/C,c-SC-s
1314_4,0.519302706,0.666459756,0.385114473,2.108965723,3.773415704,0.217560841,0.182339575,6.65129683,0.201677066,1.349683312,0.923507687,0.308311828,0.350841302,0.30536382,0.833582476,0.347869177,1.609708946,2.338353973,0.517338744,0.538574984,0.206896713,0.347913864,0.172692002,1.494110805,2.624398093,1.361643638,0.221960728,0.227843614,0.71605065,0.156544581,0.391357842,2.196314875,0.514095543,0.422929857,0.341764073,0.814885136,0.53529892,0.32066826,0.595424717,0.34355105,0.291409836,0.325640178,0.461800997,0.180441741,0.928832123,0.168761088,2.628859055,0.285604915,0.422760708,1.716703767,0.322128548,0.202249863,0.183143235,0.111561591,0.14658379,0.143151342,0.204845245,0.124656432,0.258228582,0.128502767,0.444982032,0.288812781,1.522342229,2.10221502,0.135470212,1.377387208,0.997477315,0.221637134,0.128496712,0.10859458,0.117571645,0.111727084,0.492424862,0.159601019,0.145596202,0.277815473,0.979123573,Ts65Dn,Memantine,S/C,t-CS-m
1314_5,0.265787748,0.512505481,0.297687912,2.044678571,3.768371959,0.227574659,0.179251355,5.718138594,0.194734559,1.010128346,0.355757238,0.273146128,0.212873563,0.232733492,0.834351672,0.891390117,1.296254514,1.120436007,0.467615663,0.622256526,0.228065871,0.353861636,0.196703181,1.125227347,2.264221254,1.193230504,0.239699941,0.24955088,0.645433547,0.137241658,0.418207306,2.046644086,0.52336382,0.456386166,0.437122082,0.865823788,0.530991223,0.327927023,0.5184831,0.318594842,0.300929328,0.441852735,0.386913505,0.15206122,0.967509668,0.147979215,1.558280147,0.290143674,0.253577813,0.993710545,0.145168717,0.174888066,0.178241001,0.139355538,0.148525352,0.140277996,0.197667402,0.117967912,0.210906785,0.105338111,0.526396872,0.252246493,1.350181077,1.839113505,0.192331517,1.094868458,0.745218874,0.20470546,0.152032721,0.118996158,0.134387558,0.139676664,0.443326141,0.126673252,0.165936021,0.155943556,0.993570221,Control,Saline,S/C,c-SC-m
1314_6,0.652918382,0.839939613,0.353328594,2.312240591,3.827730867,0.216826026,0.164538089,2.035430647,0.199147491,1.596028737,0.807479333,0.283193123,0.319453936,0.248013915,0.759992016,0.399396457,1.407326644,1.197973032,0.481198279,0.5251062,0.342387257,0.342079989,0.170266778,0.985410081,2.523668903,1.363374886,0.269900823,0.282248738,0.623082624,0.151663593,0.407423167,1.819631538,0.248008313,0.461146357,0.36399938,0.685663581,0.630571726,0.397167264,0.536223352,0.373509543,0.273596689,0.401062559,0.386585727,0.218045536,0.612930514,0.196232703,0.643948172,0.320084239,0.604067028,0.926931443,0.271231473,0.151564901,0.125317528,0.104982492,0.142529119,0.164557287,0.172604728,0.126220241,0.232566265,0.104410132,0.421633485,0.269428135,1.501377175,2.107918626,0.14269382,1.152390318,0.970281288,0.174797136,0.134121256,0.100039111,0.111688679,0.133065171,0.47170238,0.184393481,0.142801311,0.174171102,1.626339115,Control,Memantine,C/S,c-CS-m
1314_7,0.295039806,0.550651809,0.281159338,1.484990958,2.793368159,0.297542985,0.173870962,1.487357775,0.162658417,1.290797593,0.273199532,0.215173822,0.263463097,0.254056133,0.788142776,0.438553348,1.277761159,0.916269739,0.358941395,0.550310773,0.278118214,0.334371741,0.189498015,0.987242141,1.942223745,0.728163964,0.196786594,0.218319497,0.627187587,0.131852171,0.387049649,1.603789923,0.870043906,0.528471027,0.321497538,0.642852453,0.457795179,0.246283449,0.424136088,0.293283625,0.273578684,0.331637896,0.337866034,0.17621919,0.816378064,0.152647098,1.12663523,0.315308655,0.374396529,0.800600138,0.058405282,0.175921376,0.158062093,0.126798287,0.149061276,0.179800125,0.148696274,0.11566188,0.288051858,0.102409665,0.625216779,0.284787115,1.730617352,2.18268359,0.165752663,1.161563591,0.781416353,0.204167958,0.176366315,0.141253175,0.123732564,0.16062832,0.398880154,0.265015325,0.226073056,0.207672899,1.980773882,Ts65Dn,Memantine,S/C,t-CS-m
1314_8,0.292302302,0.498850344,0.252532953,2.429051679,3.727712362,0.252919046,0.195798317,6.65129683,0.208808698,1.117396177,0.53592057,0.359303362,0.29605405,0.276798054,0.97071179,0.921533692,1.623175547,1.294334875,0.504613313,0.87344153,0.270651046,0.359142064,0.163164168,1.040831988,2.312348431,1.027686453,0.244483157,0.271027567,0.737181503,0.157326648,0.353392266,2.264306228,1.43836326,0.420724964,0.445565965,0.749372458,0.575430092,0.392102915,0.555237254,0.388896876,0.225838264,0.396367362,0.463655957,0.174539891,0.735207315,0.137499894,1.913125432,0.280390631,0.306883065,1.120112647,0.146381914,0.133299524,0.187822352,0.122813002,0.154131808,0.118818549,0.166449318,0.116316634,0.27893477,0.140864567,0.525017529,0.272109485,1.437702575,2.423896316,0.14599284,1.270393486,0.840334846,0.206669901,0.159349429,0.127811338,0.127749355,0.133787394,0.445527878,0.117457207,0.174710776,0.159455981,1.15955622,Control,Memantine,S/C,c-SC-m
1314_9,0.266684783,0.507341147,0.248939838,2.161525975,3.993711881,0.274806318,0.17844611,2.08395149,0.268169017,1.286182705,0.343336537,0.357052474,0.271181699,0.288394111,0.893559662,0.776298584,1.511246734,1.189401477,0.451540343,0.364552239,0.25200246,0.3646377,0.198119889,1.037196493,2.14001487,1.170988726,0.230106457,0.224383368,0.619859256,0.190756612,0.409791149,2.906458947,0.248008313,0.469804965,0.463456717,0.786874801,0.545044735,0.320125849,0.554854625,0.331225786,0.295486769,0.346384381,0.330747838,0.185102225,0.967776391,0.140756742,1.583263681,0.286124589,0.339359511,0.879262594,0.064382188,0.1485753,0.181118338,0.122483098,0.167572138,0.195859453,0.15960026,0.105937138,0.20691976,0.120834457,0.558160784,0.266255843,1.702326214,2.3078314,0.154357259,1.08904913,0.780331771,0.210442707,0.128985253,0.10229559,0.126480048,0.112535723,0.584401309,0.113240974,0.157955296,0.149365541,1.246720224,Control,Memantine,S/C,c-SC-s
1314_10,0.393757147,0.376431942,0.310128175,2.249289704,3.382671649,0.248807756,0.155525819,5.485626953,0.183585808,1.284842271,0.405319309,0.346325572,0.396417895,0.295266325,0.713918978,1.008553467,1.925825526,1.547225221,0.597782762,0.659631459,0.243281097,0.36749671,0.178537578,1.306231076,2.282954002,1.131592163,0.245058718,0.282281646,0.774347073,0.157617021,0.424639226,2.230788076,0.633546592,0.433750073,0.492164045,0.815417855,0.579403574,0.385029684,0.517168119,0.329617059,0.297663513,0.437728506,0.358555964,0.172516643,1.193520329,0.148617354,1.331801415,0.271650253,0.323537331,1.483915598,0.133114122,0.149951871,0.170154472,0.130570818,0.169077482,0.181261287,0.23596243,0.100484533,0.224415241,0.111396531,0.561991321,0.295610177,1.553416011,2.545041595,0.167881697,1.432159718,0.863701644,0.22873275,0.120087924,,0.140972814,0.120784675,0.481751036,0.106944215,0.249458791,0.200944001,1.085597448,Ts65Dn,Memantine,S/C,t-SC-m
