MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
408_1,0.275365768,0.567414891,0.257107308,2.034906248,3.61531936,0.25975665,0.205769722,3.205033068,0.293914593,1.310771382,0.327714926,0.390719479,0.212873563,0.314462603,0.849539006,0.59065879,1.562259535,1.172528972,0.424148743,0.660873244,0.210543767,0.376818217,0.205700083,0.9659537,1.562663554,1.008685038,0.259592695,0.342027986,0.72000552,0.200692383,0.362642314,1.96019555,0.789012089,0.461661627,0.446551898,0.819678166,0.684648558,0.346665064,0.556057801,0.300330619,0.397642719,0.439147113,0.659821356,0.146600314,0.838611791,0.154993655,1.731350859,0.308828741,0.350885319,0.9643555,0.12885863,0.122419929,0.154711465,0.113481839,0.146341541,0.187107423,0.147384903,0.117300606,0.184150958,0.118332716,0.633666779,0.309653119,1.423292678,2.35341424,0.211600412,1.438180383,0.806702654,0.200863703,0.212299347,,0.118880789,0.120518035,0.517063031,0.206036251,0.309048573,0.244441886,1.092570306,Control,Memantine,S/C,c-SC-m
408_2,0.26943296,0.439456318,0.291222715,1.75854874,2.053286298,0.138354044,0.125105096,1.487357775,0.197830927,0.897210769,0.517905909,0.267401911,0.261145595,0.163554464,0.552172299,0.439302146,1.981932126,1.252237671,0.331824162,0.670541129,0.303386052,0.250328803,0.128250073,0.87190653,1.77130044,1.524002853,0.161346098,0.176193403,0.488688241,0.120221863,0.266944734,1.889868264,0.251709576,0.330769801,0.325863014,0.530706221,0.724566115,0.246283449,0.410097309,0.287072627,0.253860903,0.360526113,0.196248161,0.129330673,0.86136431,0.161829432,1.047375353,0.265076356,0.390286807,0.958101306,0.111621513,0.165892699,0.153234963,0.107842596,0.150320921,0.151182111,0.184678448,0.146316237,0.208434284,0.107465942,0.453897615,0.230175788,1.212767416,2.756359585,0.11386395,1.097071064,0.832178552,0.233629928,,,0.114842195,0.134173224,0.379656777,,,,1.510378289,Ts65Dn,Memantine,C/S,t-CS-m
408_3,0.437559501,0.572175219,0.445206749,2.363181205,3.771349141,0.206657958,0.211703842,4.705046042,0.251527278,1.187812858,0.486232341,0.303258863,0.3362735,0.305114953,0.946602485,1.023762541,2.175547098,1.566844189,0.47054858,0.772627425,0.254603875,0.491199588,0.128250073,1.003248605,2.371083447,1.128167559,0.267938367,0.324764362,0.856751756,0.115017986,0.525471356,2.247792991,0.783967602,0.517955665,0.494220932,0.848437084,0.788170615,0.455902128,0.526432709,0.404102027,0.457286957,0.478201249,0.397135466,0.183929432,0.866848971,0.141680924,1.530778939,0.303172743,0.385509657,0.886236825,0.093044667,0.16278648,0.179573926,0.123768515,0.181692937,0.191244398,0.23279136,0.100835247,0.201820861,0.101647634,0.453699459,0.317772416,1.343739787,2.788715705,0.170382753,1.48190148,0.716624874,0.25343073,0.12004614,0.145465151,0.116888825,0.10119802,0.50029611,0.10911745,0.233005346,0.260165496,1.08645121,Ts65Dn,Memantine,S/C,t-SC-m
408_4,0.692684967,0.853157424,0.332057245,2.22783092,4.772010189,0.242234542,0.183642326,2.881857585,0.203674394,1.78516659,0.860563236,0.326135647,0.441561591,0.29887818,0.975657365,0.726989641,1.671889882,2.664813054,0.41402724,0.738028961,0.310258633,0.35843561,0.189249711,1.738338148,3.690197178,1.443374491,0.243716797,0.367081448,0.855361456,0.178186138,0.452721887,2.764784951,0.347270468,0.412098473,0.357295867,0.719054304,0.51527195,0.376406982,0.527171631,0.342720659,0.225838264,0.350238234,0.374270775,0.262144769,1.182010107,0.19956886,1.622659535,0.369104583,0.608496372,1.240076854,0.117107477,0.143272437,0.200095474,0.117224868,0.159537731,0.180963599,0.183696878,0.125722564,0.223882171,0.124735736,0.517952609,0.290779526,2.224172185,2.398448394,0.141791649,1.106499961,0.846203602,0.249247061,0.138238372,0.126706991,0.136132808,0.114937662,0.51475539,0.157738409,0.166676436,0.15167231,1.896731142,Control,Memantine,C/S,c-CS-m
408_5,0.417221067,0.630708362,0.411281185,1.484990958,2.5675476,0.23431909,0.190437815,1.487357775,0.173631179,1.030076422,0.740213851,0.299374385,0.330402585,0.243264828,0.678850369,0.545839043,1.222628244,1.940079249,0.405626967,0.511922164,0.264960265,0.343962869,0.209542011,0.806727498,1.701209054,0.761264114,0.217561471,0.285425671,0.560915997,0.171228025,0.266944734,1.571750547,0.557729938,0.369396554,0.512233926,0.851343886,0.603009052,0.47737302,0.687722073,0.345200366,0.461800105,0.536010812,0.203304783,0.156001113,0.828529006,0.179162482,1.297646535,0.321567075,0.301770355,1.130370591,0.086173695,0.122419929,0.147848295,0.126644695,0.16483718,0.195316453,0.123964088,0.121019108,0.21453247,0.093716347,0.51134619,0.318677427,1.685334763,2.115662895,0.11386395,1.639129469,0.803467336,0.202354351,0.176341861,0.145836833,0.128643235,0.175273792,0.482311927,0.14550805,0.285552843,0.219620432,1.295455561,Control,Memantine,S/C,c-SC-m
408_6,0.247442644,0.480225273,0.365723312,2.49460557,3.751677848,0.228908882,0.168616001,5.169974698,0.221332336,1.212234251,0.415654645,0.322031758,0.288142492,0.293802188,0.83467742,0.936525334,1.504768552,1.293814264,0.457141818,0.608370224,0.246066241,0.390185059,0.180829171,0.855251315,2.067888051,0.919960589,0.229530673,0.261319606,0.616574537,0.157014956,0.383343534,1.683124318,0.741872706,0.466539771,0.459253068,0.797483435,0.631678914,0.331661027,0.5342637,0.325926143,0.325004497,0.498549945,0.344737003,0.170178317,1.386676278,0.15468826,1.688006757,0.286229685,0.301001188,1.21521969,0.102575772,0.170270275,0.173367689,0.148424245,0.168717544,0.185237198,0.168563624,0.131411947,0.206141129,0.170301968,0.591126894,0.270850345,1.702751755,2.572641808,0.224641946,1.32008595,0.819899255,0.186386783,0.227973179,0.093938947,0.126782223,0.18448994,0.455772553,0.090530697,,,0.867238293,Control,Memantine,S/C,c-SC-m
408_7,0.388790283,0.399947242,0.309366677,2.689702071,2.552283438,0.27819253,0.210731098,2.097841113,0.217180474,1.185586207,0.409770668,0.406751055,0.317433705,0.286696719,0.767458611,0.779032731,1.517840902,1.427294238,0.483308052,0.991691843,0.483989977,0.418040389,0.207779273,2.383446537,2.091051653,1.23738971,0.258409625,0.202563155,0.816076498,0.185936952,0.478413571,2.007618704,0.328000317,0.556259916,0.408979121,0.7533986,0.692005313,0.54543497,0.640655193,0.439455729,0.362821188,0.467830359,0.162149609,0.254387156,0.946422989,0.162704552,0.975631016,0.319093373,0.229623606,1.210309577,0.100718161,0.171149843,0.198750827,0.114269011,0.134565511,0.169701842,0.19870307,0.122566255,0.191083073,0.118998571,0.485163919,0.303347139,1.332159497,2.790613718,0.133898568,1.039304129,0.825442847,0.220253664,,,0.111276711,0.093765536,0.3377305,0.15150026,,,1.555975741,Control,Saline,C/S,c-CS-m
408_8,0.179262795,0.39936177,0.312436509,2.285382154,3.237510768,0.328832521,0.15108035,2.173782916,0.197837081,1.239653066,0.618913026,0.26830309,0.365311866,0.163554464,0.780678302,0.631273748,1.563079882,2.687690965,0.555289375,0.55833492,0.35592605,0.354496109,0.156255659,0.702450621,2.66018352,1.326866298,0.160149973,0.255408865,0.635488135,0.163033629,0.377043304,1.866695731,0.383268533,0.381802079,0.399064216,0.664579096,0.553714702,0.363942342,0.431079934,0.341492437,0.225838264,0.385429835,0.386008888,0.138488061,0.631946324,0.161328731,2.179433753,0.319507343,0.37778727,1.873612013,0.14159145,0.184625712,0.180972899,0.151460835,0.161854878,0.1823185,0.150980121,0.11951154,0.237506771,0.135408906,0.409756167,0.329379562,1.646644207,2.081150522,0.130412572,1.050789219,0.917276746,0.215714634,0.162144234,0.125047765,0.115774729,0.116628288,0.438732762,0.160439152,0.141966618,0.151382739,1.804124665,Control,Saline,C/S,t-CS-s
408_9,0.698969086,0.658923576,0.445206749,1.935293583,2.369333153,0.207668219,0.186297694,2.852696166,0.137958533,1.647777524,0.626505829,0.260966657,0.280509184,0.292781367,0.762860655,0.522298531,1.246784248,0.727791772,0.355261946,0.606714888,0.322520591,0.348261313,0.187958397,0.808366021,2.131607352,0.873017444,0.201863239,0.219492549,0.585308412,0.151290253,0.391185203,1.792784189,0.394706426,0.434775882,0.316270834,0.644188611,0.538507506,0.342452137,0.560950992,0.356313377,0.299037821,0.349244547,0.270130943,0.161585181,0.843376418,0.159959521,1.065098383,0.297509601,0.350062056,1.150057213,0.12252583,0.159704973,0.192920786,0.110898952,0.15157789,0.160563857,0.180763697,0.111016857,0.215849468,0.119959068,0.352934074,0.271800722,1.218001102,2.16729315,0.144392981,1.10583529,0.863479665,0.229326741,0.173092872,0.122841216,0.112894955,0.147177893,0.444186336,0.124447884,0.160562624,0.163736792,1.447188184,Control,Memantine,C/S,c-CS-m
408_10,0.317419132,0.536710993,0.311709272,2.775849221,4.210372618,0.233649803,0.181296021,3.803951749,0.206111595,1.465018351,0.339486058,0.311123182,0.266581127,0.288845722,0.987109795,0.818327562,1.715615286,1.201611116,0.453711942,0.702789784,0.242242138,0.378176333,0.185317523,1.423010502,2.688177403,1.287247456,0.272606109,0.295087979,0.659062404,0.187112705,0.416185322,2.534657591,0.935953732,0.476257087,0.424579083,0.820994151,0.53685098,0.381931847,0.592383804,0.303447001,0.372522389,0.435032516,0.37670626,0.143621824,0.961690829,0.132532846,1.538550558,0.213871066,0.303850046,1.184319789,0.121310054,0.1597951,0.189813173,0.139882577,0.163480006,0.182785995,0.147914267,0.117054517,0.256126975,0.111360669,0.592820498,0.250124086,1.456356761,2.500158976,0.152041829,1.279117483,0.816985711,0.213493706,0.122653791,0.102244116,0.136982508,0.131525633,0.587482343,0.140260405,0.18063706,0.158803141,1.23653693,Control,Memantine,S/C,c-SC-s
