MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
1509_1,0.293409806,0.428059951,0.319873355,1.544799989,2.790692685,0.223645015,0.189241997,1.487357775,0.137958533,1.016937101,0.583039531,0.269194203,0.259243006,0.299528052,0.791675587,0.597431823,1.227195876,1.680954961,0.383454631,0.661839938,0.35211257,0.331703642,0.188005736,0.801712341,1.499244156,0.897462123,0.205069345,0.298940533,0.539513595,0.171713505,0.400692563,1.878181245,0.385082912,0.381749848,0.298447699,0.690727122,0.647825053,0.25493641,0.413777182,0.494077699,0.336804819,0.352457691,0.21522175,0.16905322,0.812758486,0.17451687,0.643948172,0.234393751,0.514449277,0.757983469,0.376306928,0.205249974,0.186377933,0.10046042,0.124812373,0.13101942,0.199784023,0.134075099,0.177145746,0.125446349,0.633060776,0.295610337,1.898463508,1.641452312,0.224641946,1.114248573,0.629614639,0.247869355,0.105861914,0.144403019,0.11147512,0.160300505,0.486610792,0.193704356,0.299775008,0.218345775,1.607640021,Ts65Dn,Memantine,C/S,t-CS-m
1509_2,0.589977107,0.700282952,0.389539242,2.096708849,2.765740061,0.204773649,0.18701318,1.995166126,0.16782647,1.296561881,0.287005105,0.27128262,0.3179031,0.273418637,0.72124843,0.37929563,1.383787032,1.986074206,0.485206371,0.568924074,0.379610195,0.325906099,0.178006305,0.80309326,1.6167228,0.678907104,0.22900064,0.243034307,0.510007821,0.156626689,0.436948567,1.77219978,0.361072002,0.327568794,0.675870003,0.661548803,0.653248839,0.304317083,0.619155493,0.329080604,0.363978247,0.301587302,0.50307775,0.133676607,0.939827117,0.164748697,1.965415271,0.215608791,0.314801887,0.738328473,0.112219053,0.155905691,0.133477419,0.0974212,0.129222374,0.152803048,0.177574047,0.108406535,0.146085188,0.120098024,0.494933019,0.227200947,1.1048302,1.91154357,0.158459657,0.905425022,0.889010726,0.191992457,0.116238357,0.184240919,0.09718585,0.108485324,0.343283649,0.113274704,0.114964371,0.150095001,1.769920413,Ts65Dn,Saline,C/S,t-CS-m
1509_3,0.436013115,0.583632142,0.291856319,2.620217113,5.766050977,0.230234315,0.178942412,6.65129683,0.202315685,1.590906096,0.40067233,0.33877997,0.367584518,0.321776365,0.976038911,1.184816961,2.175547098,1.303900043,0.375325411,0.805665045,0.231174693,0.397881513,0.178830052,1.398426466,2.410088661,1.254837722,0.250432737,0.329569862,0.710830069,0.157853225,0.410899144,3.105463436,1.43836326,0.547395369,0.455760536,0.867690641,0.587173221,0.451421967,0.609180978,0.317879343,0.322735727,0.47986358,0.341407748,0.192006732,1.1101148,0.167429219,1.510106083,0.327602115,0.376450539,1.530702202,0.275441677,0.132798217,0.180293288,0.128832512,0.151653655,0.22497327,0.141599214,0.117729803,0.221462245,0.128661442,0.477183047,0.257992474,1.523020168,2.52938223,0.149688623,1.168993241,0.859820154,0.224611767,0.140780123,0.12002251,0.124753539,0.109648448,0.509689069,0.106040004,0.157896415,0.131004962,1.07028443,Ts65Dn,Saline,S/C,t-SC-m
1509_4,0.314680287,0.431518278,0.306268238,2.485829312,3.697418939,0.258824955,0.188692778,4.744302645,0.187798305,1.260265255,0.329775416,0.322143324,0.329596368,0.208504069,0.814593814,0.652639698,1.541409198,1.304022158,0.408748032,0.620843064,0.273761947,0.370448711,0.172352338,0.832043947,2.301592694,1.956812861,0.243737504,0.292596454,0.656447878,0.158102694,0.354395414,1.744566271,0.587140008,0.483536067,0.451193105,0.789771662,0.522117433,0.353011616,0.5398603,0.30558583,0.365635127,0.371888733,0.572253029,0.163967409,0.773080016,0.1521117,1.78001524,0.239349631,0.224157111,0.822310193,0.125895583,0.145577964,0.173854064,0.098827812,0.187327656,0.149230177,0.123964088,0.10434153,0.234119487,0.140284604,0.559906694,0.29914516,1.308942903,2.683611056,0.174973879,1.273017167,0.885079379,0.237032775,0.132198228,0.114331892,0.099357997,0.155780764,0.492323991,0.122779082,0.165883643,0.152046252,1.081485627,Control,Memantine,S/C,c-SC-m
1509_5,0.495696066,0.33054865,0.292780089,2.056373675,3.090513889,0.213803188,0.180874423,2.434260576,0.154998295,1.708367165,0.562519748,0.39329309,0.318789063,0.200510546,0.79695167,0.799226528,1.352114644,1.025087449,0.469043556,0.54408591,0.452739656,0.346624109,0.1742053,0.946074838,2.494329967,1.378264983,0.240202731,0.252471561,0.763656123,0.168651587,0.458337425,2.084017593,0.300000682,0.389902569,0.332002967,0.68575856,0.650741066,0.326355918,0.470655409,0.389677624,0.290961844,0.3562991,0.146940228,0.214180989,0.816229683,0.161413654,1.977233396,0.333797081,0.4085595,0.731552662,0.070638182,0.181369118,0.173077604,0.142516304,0.164812343,0.188660068,0.179466617,0.125496774,0.277442954,0.111464288,0.465471085,0.277101377,1.284489526,2.394646592,0.156852916,1.182671178,0.866648252,0.217811476,,,0.124366867,0.095601524,0.560515511,0.090530697,,0.283482599,1.424565609,Ts65Dn,Saline,C/S,t-CS-m
1509_6,0.385975277,0.426501674,0.327488348,2.479561476,4.541333484,0.223429849,0.167513406,4.591063101,0.230605347,1.305861225,0.346679737,0.326168705,0.287920044,0.305385272,0.892042231,0.999803608,1.511824947,1.072758525,0.470371113,0.674122931,0.273794313,0.377371387,0.184424765,0.875129161,2.747799724,1.280021433,0.24784065,0.26980114,0.697136596,0.128750825,0.443024943,1.85713093,0.570639927,0.427442626,0.451480059,0.828741079,0.603036263,0.313345745,0.571906969,0.321698963,0.388789643,0.479059411,0.363634785,0.152276221,0.890466417,0.153595738,1.651024601,0.299581879,0.354560373,1.175519555,0.177284535,0.168643638,0.191028293,0.122191221,0.159179293,0.18321902,0.19353266,0.115215028,0.212542196,0.159780108,0.545053679,0.279052631,1.766009798,2.400815331,0.176132064,1.334871925,0.851879526,0.248806497,0.105861914,0.128140307,0.139891841,0.114334042,0.454068316,0.13,0.170100041,,1.055387124,Ts65Dn,Memantine,S/C,t-SC-m
1509_7,0.245821406,0.305052169,0.212386795,2.972341761,3.886096604,0.194312537,0.134320662,2.735155102,0.177495719,1.862835272,0.422279332,0.285592334,0.277324705,0.251391761,0.762559414,0.713357601,1.058873911,1.004998216,0.334484868,0.841139828,0.246213324,0.250328803,0.164720953,0.707150465,3.187848653,1.018495303,0.160149973,0.240547073,0.554399814,0.126877908,0.373970309,2.064660813,0.29321446,0.392890477,0.405890342,0.653667411,0.434930361,0.336167725,0.511297588,0.295397982,0.275339936,0.419481602,0.208518046,0.184546159,0.925831057,0.156919441,1.189122021,0.303773553,0.345013629,1.943552788,0.08388427,0.134062009,0.162234993,0.123216781,0.178184074,0.182240751,0.220064172,0.125535116,0.221252616,0.121378499,0.576964934,0.298766309,1.476110333,2.333462183,0.172429215,1.322458162,0.886926937,0.220743789,0.133936519,0.123081462,0.123212675,0.11407366,0.460212175,0.100223956,0.161942954,0.162091571,1.080980861,Control,Saline,S/C,c-SC-s
1509_8,0.312785642,0.311792004,0.440861472,1.925940691,2.627374798,0.137873134,0.145983449,2.954341863,0.173229684,0.806047967,0.641060541,0.268872632,0.212873563,0.163554464,0.632647497,0.44358566,,0.727791772,0.43683961,0.478416604,0.772007995,0.250328803,0.155228365,0.799459419,1.564418197,0.946440996,0.160149973,0.176193403,0.476522406,0.136320531,0.320710464,1.513093209,0.248008313,0.366162129,0.38022397,0.596086604,0.423370072,0.246283449,0.476069928,0.24270412,0.244037443,0.346901252,0.20683191,0.14513103,0.732824603,0.185949694,1.661632989,0.294117316,0.451581731,0.886353421,0.114692034,0.163755496,0.144450433,0.099042299,0.127706483,0.149782478,0.123964088,0.124883997,0.238301036,0.098608967,0.455342467,0.262101648,1.151760402,1.554312227,0.128667603,0.948028875,0.667440968,0.193540941,,,0.09970279,0.189486466,0.295769375,,,,1.606797754,Ts65Dn,Memantine,C/S,t-CS-m
1509_9,0.357454178,0.583261232,0.212386795,1.953143471,3.579890543,0.170063271,0.167276309,2.949895505,0.182783136,1.678539586,0.584555009,0.267278181,0.294595671,0.240211223,0.853592256,0.517441472,1.284715111,0.906829946,0.365862092,0.560327335,0.323750476,0.250328803,0.160028861,0.991864851,2.849437794,0.726334361,0.222271278,0.202636769,0.568533697,0.129400565,0.394538373,1.752004833,0.248008313,0.315128248,0.351051995,0.698796785,0.633277092,0.334430153,0.409512026,0.464002508,0.335915464,0.452647175,0.146940228,0.129330673,0.771339877,0.163344168,1.142066851,0.25409122,0.491149515,0.928959974,0.058405282,0.159009925,0.13851229,0.092160311,0.135045322,0.16811147,0.172778793,0.128538479,0.177995984,0.090898403,0.369871131,0.254039673,1.140334203,1.920086715,0.180559628,1.157191144,0.636487937,0.228324325,0.183559466,0.153832115,0.096194461,,0.375694488,0.180714787,0.212377003,0.304037354,1.220528603,Control,Saline,C/S,t-CS-s
1509_10,0.608046614,0.915403673,0.371973542,2.234488143,4.331073911,0.235486399,0.180653931,4.156352443,0.203455524,1.421369059,0.788612131,0.346180667,0.336923758,0.288805015,1.1194887,0.975718315,1.815963695,2.267355172,0.401674326,0.741796587,0.296421797,0.341326208,0.186446764,1.474693745,3.911142439,1.595432847,0.263637747,0.342534109,0.858316656,0.167344574,0.407138463,3.194291151,0.338249293,0.479974373,0.357196574,0.843144641,0.570655407,0.490077624,0.582416379,0.39667062,0.356055243,0.494759136,0.223331657,0.236880049,1.294324956,0.141088407,1.583635575,0.293730299,0.571672403,1.236382851,0.149182718,0.149092413,0.18143589,0.126107619,0.179787073,0.211673939,0.372477616,0.125063255,0.20508791,0.138986667,0.536683108,0.288177106,1.871770777,2.539703129,0.157744396,1.297909186,0.800591167,0.203654302,0.145728172,0.118120182,0.12660791,0.102795852,0.508922365,0.115776677,0.131691469,0.153915931,1.370844401,Ts65Dn,Memantine,S/C,t-SC-m
