MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
1774_1,0.386890089,0.661183639,0.335968879,2.500112119,4.853224895,0.231808734,0.162752539,5.81336234,0.195347261,1.553280065,0.694957252,0.351663567,0.308454346,0.247802235,0.958377928,0.845395553,1.645074044,1.960236339,0.401870472,0.782559384,0.49529687,0.420167346,0.187446063,1.467491226,2.252488615,1.293897581,0.26160877,0.367081448,0.749696737,0.159047523,0.447833872,2.2745001,0.310493434,0.496408771,0.499778461,0.75351482,0.569447965,0.380849282,0.620298947,0.319711058,0.380013191,0.48504015,0.360953454,0.262144769,1.194890044,0.189069289,1.580802153,0.297915945,0.349838428,1.266524446,0.058405282,0.150591586,0.194807179,0.131344508,0.170779617,0.173675876,0.207707092,0.125811531,0.249657685,0.136705127,0.570172233,0.248702991,1.75911625,2.488906386,0.14074008,1.35237594,0.846662504,0.190865961,0.143176022,0.100391179,0.139305704,0.109703042,0.411542585,,0.200576345,0.158373701,1.071534177,Ts65Dn,Memantine,C/S,t-CS-m
1774_2,0.497756857,0.45679822,0.31077614,2.447446032,3.101984114,0.274043031,0.171692644,3.554869391,0.166592328,1.716442954,0.235503062,0.342372679,0.295670437,0.320452777,0.867477124,0.718634073,1.621134608,1.171342471,0.419657224,0.684863673,0.27801346,0.392643008,0.182249422,1.083128974,2.067153195,1.07310542,0.261049948,0.283697831,0.783544439,0.212817295,0.414686065,2.109626914,0.634997789,0.443291149,0.339989508,0.736461017,0.594646172,0.351633925,0.534756779,0.239771151,0.274505579,0.360825679,0.247169229,0.169698779,0.884435226,0.132330769,1.784198461,0.284349719,0.231594135,0.885195494,0.073485108,0.140621296,0.164747702,0.127448262,0.159342012,0.178671403,0.150197846,0.10103431,0.151788267,0.099635392,0.466555075,0.282403283,1.31149944,2.193386266,0.172128138,1.207051473,0.711936577,0.206133417,0.147120189,0.124243576,0.122942049,0.114065626,0.408824803,0.145600002,0.154588765,0.187007361,0.948175457,Control,Memantine,S/C,c-SC-m
1774_3,0.256122606,0.36611578,0.350527208,2.383507926,3.83873375,0.140538979,0.165247791,3.61393336,0.215349602,0.806047967,0.428193745,0.299403795,0.333503437,0.236548464,0.77907589,0.53689608,1.508512292,2.687690965,0.409663156,0.639772235,0.779192866,0.304989863,0.158826901,1.249093612,2.759967397,1.252170462,0.226889522,0.268633961,0.686241623,0.149138285,0.378316192,2.037290248,0.296583059,0.402833279,0.339447078,0.660915938,0.558990276,0.246283449,0.444634306,0.33519984,0.233141265,0.359488288,0.391023797,0.183145551,0.921253909,0.192047389,2.462363346,0.316275555,0.513184514,1.026308485,0.349984537,0.171819047,0.177774945,0.116016797,0.145128725,0.182194587,0.211588498,0.130491714,0.292630248,0.137427154,0.522010614,0.303729523,1.541528684,2.109519671,0.143641886,1.186186802,0.843953986,0.222305557,0.139178592,0.123227746,0.118887619,0.116463835,0.423499179,0.275531471,0.114964371,0.146731896,1.567235524,Ts65Dn,Saline,C/S,t-CS-s
1774_4,0.601849812,0.700099612,0.385353626,2.048820267,5.064059937,0.271472394,0.176584991,3.548066965,0.210929737,1.432836048,0.394883004,0.406751055,0.339038073,0.306900636,1.005338792,0.979849831,1.872136193,1.522375725,0.338985387,0.95873149,0.314694079,0.349291201,0.191803252,1.624115362,3.353715123,1.243960572,0.265829685,0.34498437,0.897499831,0.181275628,0.551266373,2.408385654,0.669019924,0.546682383,0.469309907,0.931193341,0.609441589,0.401023993,0.638719506,0.445752277,0.305056136,0.520154107,0.335794623,0.207812816,1.121684531,0.166039371,1.639163169,0.29266813,0.300738826,1.267230459,0.075066024,0.155447501,0.187078738,0.149862917,0.152673303,0.216085589,0.202245113,0.115911311,0.209694609,0.131330602,0.47517958,0.279073656,1.56385047,2.468777367,0.140130302,1.145325278,0.828382467,0.199195292,,,0.14446491,0.109772173,0.483769392,0.1137032,,,1.524600312,Control,Saline,S/C,c-SC-s
1774_5,0.546111357,0.80926404,0.444671396,2.167401095,3.78731044,0.193960071,0.187478077,2.763945981,0.195628104,1.678759409,0.759152619,0.285562292,0.283982592,0.217653617,0.774829229,0.464420484,1.249577743,0.727791772,0.314832905,0.539384187,0.454831459,0.310184969,0.144813068,0.940018889,3.778992134,1.325373546,0.205701128,0.292965409,0.659871067,0.132117877,0.380509649,1.853889295,0.248008313,0.358391868,0.376544402,0.684323065,0.594802623,0.31411413,0.486253307,0.342541374,0.253630524,0.328137292,0.199528723,0.255423828,1.257198173,0.155582586,0.868071043,0.371645163,0.422158571,0.987669625,0.058405282,0.154112613,0.191984896,0.12340564,0.165122758,0.169560541,0.268454966,0.125267899,0.253481146,0.13556895,0.528779433,0.268286266,1.695975654,2.113768069,0.134028662,1.19768097,0.871176186,0.223699447,0.132048711,0.101748477,0.128738632,0.138864864,0.394393417,0.144685278,0.172158927,0.16287283,1.991732412,Ts65Dn,Saline,C/S,t-CS-s
1774_6,0.773889044,0.802042193,0.445206749,2.169148901,6.215859031,0.144120583,0.147233172,1.673910104,0.200284234,1.518643783,1.807481209,0.348116457,0.306373091,0.230627784,0.991544561,0.624930279,1.206039772,2.666233217,0.517421186,0.991691843,0.60007225,0.328129049,0.161137034,1.806013658,2.374859321,1.477185249,0.254221288,0.266208984,0.882931061,0.177446693,0.480029759,2.806465599,0.384901227,0.344689689,0.319965095,0.299121951,0.247804878,0.416623557,0.678202152,0.418410365,0.440802033,0.535172254,0.896849663,0.182964489,0.869054709,0.174883047,2.562130758,0.307176313,0.62676725,1.692379877,0.333296655,0.15919637,0.179944619,0.114162513,0.142417798,0.164012518,0.268521977,0.11185363,0.231103497,0.125322913,0.477814494,0.315417119,1.685326341,2.074739143,0.131029345,1.264223129,0.812466781,0.222179346,0.166637097,0.128658117,0.114659525,0.11430354,0.427199168,0.157401104,0.148768139,0.117812408,1.636060804,Ts65Dn,Memantine,C/S,t-CS-m
1774_7,0.230354884,0.451972447,0.282563949,2.198340575,5.987607774,0.217810861,0.192813682,4.068002296,0.260066059,1.432828432,0.373237925,0.363805131,0.2925023,0.321150785,0.922878158,1.021104446,1.810130487,1.19666865,0.4755007,0.853149265,0.244904708,0.453801093,0.191188765,0.854289207,1.486609656,1.018845244,0.25753356,0.239201606,0.759182846,0.182624565,0.405552304,1.705623039,0.248008313,0.46358892,0.406059581,0.951761776,0.54493562,0.386237204,0.543675747,0.315224074,0.30130089,0.389731128,0.377138919,0.166652198,1.016804685,0.151321543,1.967829922,0.289658004,0.322755058,0.987115599,0.108611034,0.196999607,0.174457758,0.13888315,0.164252006,0.209791614,0.181747343,0.108333274,0.215766138,0.108891291,0.517524377,0.272723382,1.975251478,2.593135058,0.173552372,1.31902557,0.802826194,0.266160476,0.190186007,,0.148788814,0.132658586,0.472080951,0.146272101,,,1.210032028,Control,Memantine,S/C,c-SC-m
1774_8,0.284970257,0.644974915,0.260293312,1.923529968,2.500982153,0.213571798,0.167003049,2.052510758,0.184832152,1.620915094,0.41269781,0.289903514,0.239120502,0.245018102,0.881121968,0.54866608,1.282754546,1.223073625,0.367132256,0.539166715,0.335910238,0.354509032,0.170642701,0.869812891,1.464365346,0.972924399,0.196090776,0.23669871,0.488878501,0.120774515,0.371469233,1.689442941,0.299594106,0.432652075,0.316352634,0.683463566,0.559170568,0.31200762,0.595050683,0.379816356,0.276542685,0.376448136,0.146940228,0.148598733,0.870623404,0.171858066,1.073064451,0.255679221,0.334542307,0.95279018,0.153626516,0.159267623,0.147977843,0.113609184,0.146272051,0.164796633,0.188743886,0.127514408,0.212157196,0.182868687,0.605842055,0.244127734,1.408322623,2.007435549,0.179236315,1.203361083,0.75283935,0.207938616,0.17360908,0.107348407,0.113499134,0.133690891,0.429563193,0.121938704,,0.284270702,0.847209524,Ts65Dn,Memantine,C/S,t-CS-m
1774_9,0.309521923,0.305650132,0.27248128,1.939829206,2.147488054,0.289245049,0.195078038,2.482766639,0.217260738,1.086223052,0.257890092,0.393940591,0.272722809,0.313504662,0.770998805,0.503001622,1.117783126,1.175074685,0.491106832,0.432486931,0.294544506,0.457603225,0.190138169,0.862303281,1.284090909,1.076742196,0.24135951,0.242044759,0.70367983,0.246882793,0.393758279,1.895109172,0.905069846,0.317179647,0.285011847,0.640004776,0.547430055,0.303140005,0.420760439,0.300834964,0.262048502,0.341297289,0.627776454,0.160561341,0.871202335,0.161626821,2.949404324,0.312554803,0.520492482,0.826583762,0.352559878,0.164162857,0.169563473,0.109687148,0.143860464,0.170818356,0.287163563,0.132085499,0.195354598,0.08649174,0.431280479,0.278404718,1.216072416,2.519112897,0.169746316,1.23131732,0.842682682,0.233409536,0.118522826,,0.100166308,0.116856176,0.360584955,0.171415259,0.184115966,0.281475315,1.178408833,Ts65Dn,Saline,S/C,t-SC-s
1774_10,0.301620143,0.473404875,0.357887693,2.146274673,3.519990959,0.224269967,0.207716958,3.357734496,0.228854547,1.665977872,0.398390736,0.319636813,0.386992944,0.302998789,0.802645814,0.760492669,1.691432748,1.222615037,0.420093118,0.72787104,0.215551169,0.474009875,0.190352876,1.165664328,2.302407142,1.153122763,0.26810971,0.264247283,0.735099423,0.246882793,0.363692061,2.174426981,0.88965835,0.403056987,0.481316864,0.738894233,0.635610445,0.390725009,0.583230531,0.242808215,0.352780886,0.354896617,0.347544332,0.16186785,0.995389007,0.159572662,1.4310512,0.299679924,0.281241495,0.933112632,0.083966879,0.161261306,0.189128835,0.107222227,0.141749007,0.16173122,0.143500404,0.115967615,0.228636567,0.125398198,0.512188284,0.259874378,1.400112262,2.439886901,0.186540419,1.447161896,0.801782535,0.21689114,0.149030304,,0.107283232,0.116941793,0.401566082,0.115026279,0.114964371,0.229338233,1.012533803,Control,Saline,S/C,c-SC-s
1774_11,0.282115349,0.478586624,0.290287005,2.044430808,5.703441987,0.231175871,0.189978638,3.91939183,0.236699702,1.072319316,0.336226272,0.349449991,0.283926151,0.281992363,0.975863145,0.985505121,1.709036556,1.240295291,0.307925738,0.81999612,0.248253435,0.379377123,0.162272565,1.173197243,2.703779871,1.225282587,0.223614393,0.225990113,0.806733553,0.177118524,0.377245976,2.598079945,0.248008313,0.478241273,0.485341418,0.825119087,0.652253218,0.423591897,0.607512179,0.400517039,0.385750567,0.448775835,0.554775194,0.192898023,0.957174165,0.137587667,1.11639773,0.290309484,0.471010497,1.771552218,0.119853571,0.18573338,0.182425414,0.120612165,0.174354856,0.215055279,0.185327269,0.11711181,0.219160574,0.134232641,0.533861629,0.284034435,1.527797322,2.49935817,0.162168151,1.476423249,0.881452619,0.211403937,0.156155477,0.127976219,0.12621216,0.129112005,0.465349549,0.202950003,0.158435055,0.177563083,1.069580452,Control,Memantine,S/C,c-SC-s
1774_12,0.22308532,0.489800811,0.222595366,2.08838235,2.988981387,0.229757594,0.232064679,1.487357775,0.294143844,1.077725626,0.25460325,0.315901664,0.341604897,0.295459428,0.734298986,0.396286424,1.374401526,1.861868972,0.409651727,0.610675654,0.22479059,0.487237017,0.209953765,0.82198671,1.609116121,0.826922069,0.230236783,0.249176247,0.669847339,0.200949042,0.391561868,1.665570031,0.658002003,0.513871776,0.325466108,0.751040587,0.795184591,0.373031101,0.586190523,0.372098422,0.461800105,0.352911492,0.550170608,0.154673807,0.762296147,0.150428364,1.208024208,0.281589462,0.207798255,0.997709581,0.852841678,0.164489837,0.153833682,0.102636743,0.133731599,0.165592641,0.169363859,0.139711894,0.187830156,0.102855937,0.603680678,0.358114234,1.975098991,2.535475291,0.205218795,1.419489162,0.803368579,0.22422106,,,0.134196327,0.162398574,0.393675802,,,0.239489132,1.471532584,Ts65Dn,Memantine,S/C,t-SC-m
