MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4036_1,0.507764673,1.205643741,0.329068751,2.339216511,2.711690659,0.208616578,0.164060618,2.840421106,0.250107726,1.555614274,1.549604419,0.295150323,0.331336257,0.283341629,0.696679784,0.52365572,1.231146161,1.79673896,0.320761815,0.662650427,0.579186119,0.35113653,0.24901265,0.997784209,1.938595214,1.350228151,0.269423722,0.251899984,0.601853328,0.174656811,0.472252889,1.279312857,0.319628651,0.36759926,0.258723958,0.679855107,0.60343251,0.326027632,0.418162538,0.311349054,0.252173055,0.40808794,0.586344707,0.149705974,0.793727163,0.154022418,1.837996281,0.291064847,0.612831317,0.702843437,0.115049115,0.191029645,0.173428414,0.151460835,0.147226304,0.156459021,0.148263444,0.13700703,0.18597016,0.104861288,0.425693491,0.258021727,1.233391201,2.164036065,0.139205556,1.05900991,0.861786749,0.273613006,0.192078467,,0.113870572,0.150641732,0.448202012,0.139090002,0.114964371,0.233249906,1.556308624,Ts65Dn,Memantine,C/S,t-CS-m
4036_2,0.450188393,0.305052169,0.445206749,1.484990958,2.180543544,0.161015719,0.191716533,2.296902367,0.183009985,3.027117779,2.467236025,0.18358209,0.441561591,0.359875458,1.1194887,0.347869177,2.020549835,2.600211628,0.576494904,0.364552239,0.343287357,0.406958687,0.130636563,2.383446537,4.313186813,2.127601586,0.169436324,0.176193403,0.86043147,0.145798196,0.419347499,2.265065913,0.331132061,0.525079465,0.450938545,0.748220293,0.855789952,0.485818398,0.602335849,0.458459949,0.422285897,0.517770953,0.339201482,0.202025555,0.612930514,0.162154147,2.666764879,0.284019588,0.523107495,1.176280741,0.308675941,0.122419929,0.125317528,0.108022879,0.172909707,0.145195634,0.430138783,0.134352491,0.181994605,0.120298111,0.524288546,0.325626802,1.075806137,1.554312227,0.162685569,1.129229502,0.91167428,0.23763307,0.131316866,0.141443623,0.118023875,0.13049453,0.431513207,0.139303953,0.191275873,0.248743285,1.046883839,Ts65Dn,Saline,C/S,t-SC-s
4036_3,0.237192992,0.365086645,0.330356737,2.456975519,2.464512587,0.253463242,0.196898082,2.659866105,0.185183117,1.670306843,0.505095165,0.219752595,0.276817185,0.257426831,0.640050787,0.547537255,1.275413523,0.727791772,0.407933701,0.698279083,0.389090534,0.396931859,0.147493176,0.858514772,1.402714601,1.318896043,0.257502043,0.271104605,0.518157059,0.153640554,0.409260212,1.542186408,0.329170026,0.548707036,0.258723958,0.668736392,0.64593958,0.357730917,0.509800346,0.348884821,0.252928869,0.312025856,0.497407789,0.161849101,0.865527513,0.167722592,2.000101783,0.273620334,0.507883796,0.737236643,0.219340514,0.162203199,0.15401776,0.151460835,0.142476062,0.142519514,0.183173683,0.143017578,0.194927528,0.09569195,0.434211102,0.326732823,1.396792272,2.790613718,0.157648033,1.055123556,0.902155532,0.251433488,0.146687663,0.1113002,0.112736317,0.151402593,0.407380866,0.125169981,0.17076,0.287343221,1.245568323,Ts65Dn,Saline,C/S,t-CS-s
4036_4,0.467382143,0.343638353,0.336225722,1.948820659,2.282768598,0.193583839,0.151679543,1.768902943,0.157828171,0.885958258,0.261215632,0.222174139,0.216481258,0.211054966,0.596128501,0.413242628,1.288750273,1.639500765,0.334986552,0.614471622,0.375736955,0.250328803,0.135743095,0.757833985,1.621502384,0.977073945,0.178206012,0.220457201,0.442877892,0.123668381,0.312127154,1.303995951,0.26502179,0.458711548,0.408598259,0.63298945,0.416701612,0.251691383,0.411805699,0.278016845,0.253895384,0.324346249,0.171158438,0.178041191,0.873294362,0.162045804,0.990721872,0.231520351,0.461728489,0.845378617,0.103646254,0.187243164,0.153687793,0.12852682,0.150726989,0.165811448,0.196681758,0.141636599,0.233535558,0.115071104,0.605414017,0.264738032,1.875769684,2.036643654,0.13365551,1.134795244,0.735364391,0.220374204,,0.14504116,0.121566254,0.137423924,0.337670659,,,,1.520711856,Control,Memantine,C/S,c-CS-m
4036_5,0.295800701,0.515151342,0.335646196,2.060831603,3.64292114,0.239955831,0.198250552,5.334530375,0.242468737,1.280277034,0.477170732,0.327424189,0.251046982,0.270898296,0.851316983,0.850448175,1.421572899,1.067384712,0.485821308,0.659254416,0.231924308,0.346736683,0.18110561,1.911119241,2.707795168,1.220626209,0.230343563,0.207784974,0.769293106,0.160827678,0.429534408,2.090332665,0.46239457,0.440868216,0.330813568,0.725041157,0.562226119,0.317617724,0.505437425,0.371786581,0.251079843,0.385843066,0.490772037,0.212526082,1.070326131,0.159332084,2.844925119,0.293114888,0.616430532,0.94454603,0.475084232,0.164589418,0.198641032,0.117917453,0.171739288,0.181490949,0.202925783,0.128385596,0.203919596,0.111072872,0.52697894,0.31720675,1.586432153,2.480999391,0.142914291,1.271671952,0.900155782,0.23410629,0.166321036,,0.13284936,0.118214675,0.585422417,0.302093273,0.164443733,0.186413016,1.291190861,Ts65Dn,Saline,S/C,t-SC-s
4036_6,0.430054861,0.57955486,0.32691558,2.25489942,3.94906942,0.314185631,0.154418014,2.321880399,0.180961707,0.905848677,0.26558803,0.214437336,0.270618666,0.163554464,0.552172299,0.695173141,1.531662851,2.0211693,0.429250132,0.44444302,0.239470113,0.327920918,0.149281238,1.341895578,2.074191221,1.148784462,0.243724289,0.176193403,0.646798226,0.151218667,0.353163285,2.281611816,0.298882645,0.321420412,0.288483875,0.741568737,0.476091493,0.397118412,0.589150445,0.291793031,0.237735632,0.404520672,0.286927994,0.159755965,0.873323152,0.163017489,1.424584493,0.283794389,0.268130567,0.995493372,0.103358142,0.168640276,0.1851347,0.109213738,0.140106725,0.160936187,0.167453582,0.116688433,0.254514522,0.140835185,0.481788138,0.227200947,1.214024351,2.13937425,0.122458277,0.877930215,0.813287789,0.20145118,0.167269403,0.1077072,0.10216937,0.126467892,0.400408301,0.13892866,0.188616866,0.14937891,1.316808843,Control,Saline,C/S,c-CS-s
4036_7,0.706988276,0.751309243,0.445206749,2.386200256,6.215859031,0.199897706,0.250503525,1.66993566,0.223268894,3.803422205,0.220245251,0.18358209,0.280309738,0.163554464,0.877795665,0.866119911,1.500350549,1.726307002,0.328079516,0.713656764,0.479874831,0.250328803,0.132198029,2.383446537,2.696844878,1.29314076,0.253337373,0.218872092,0.552970709,0.135876371,0.441693073,1.860179197,0.278480616,0.355038495,0.383555716,0.67100344,0.495571021,0.38380408,0.477296523,0.378638055,0.260130692,0.399861442,0.553779709,0.225955465,1.25817067,0.184432333,2.031086912,0.353113827,0.628974348,1.029278763,0.326582045,0.181094937,0.195703499,0.110716859,0.159895897,0.180492289,0.202461253,0.109045252,0.204404753,0.122099896,0.410537523,0.287127009,1.842063575,2.002960046,0.13436562,0.893490865,0.870665904,0.21999997,0.134680279,0.127101429,0.118719051,0.115546812,0.344895677,0.171237497,0.118963828,0.197819693,1.333220193,Ts65Dn,Saline,C/S,t-CS-s
4036_8,0.617986422,0.723581449,0.276803035,1.910153038,2.473817394,0.173655341,0.149867959,6.65129683,0.148883078,1.081465565,1.506993306,0.275255405,0.255675221,0.163554464,0.652021716,0.483843156,1.208127017,1.903896148,0.281259943,0.631938503,0.164072427,0.281019791,0.146000048,0.632922692,1.824217886,0.947871278,0.168199084,0.200804954,0.384448463,0.147613063,0.398818304,1.321502298,0.280007504,0.30263323,0.430916998,0.565663495,0.488440408,0.297512299,0.463710008,0.266264028,0.297140057,0.301587302,0.342472085,0.183347133,0.808944399,0.168389126,1.759425353,0.244630237,0.395632666,0.972199929,0.385449807,0.160842105,0.149010092,0.108853195,0.133271607,0.165326735,0.210689831,0.118797869,0.235083667,0.095669903,0.474099605,0.230054486,1.225775444,1.978539436,0.118391174,0.905825879,0.839160458,0.201461527,0.116225378,0.129588072,0.106364186,0.156607379,0.432046228,0.10126182,0.253774527,0.178318705,1.678180117,Control,Memantine,C/S,t-CS-m
4036_9,0.38848448,0.388170458,0.445206749,1.484990958,2.38004773,0.188938962,0.158083556,1.759976962,0.164745391,0.991797389,0.22544876,0.263187835,0.254786267,0.191798689,0.552172299,0.347869177,0.929507025,0.727791772,0.324884315,0.411309807,0.164072427,0.250328803,0.141466401,0.691134089,1.885287124,0.864294158,0.179724084,0.176193403,0.39959598,0.122798579,0.289800652,1.468365064,0.282102162,0.344520624,0.451822795,0.667523957,0.449376021,0.258121845,0.45808503,0.274234302,0.268030807,0.389720883,0.201300384,0.17516779,0.834372238,0.168669459,1.066624146,0.264277872,0.410730198,0.984395345,0.103699021,0.130021995,0.174534146,0.151460835,0.133314623,0.172432938,0.220637072,0.118641017,0.173337182,0.183504205,0.352934074,0.293176589,1.975864264,1.98549352,0.166279706,0.951777422,0.750520477,0.224011521,0.142659709,0.134861421,0.091286307,0.136177332,0.336395255,0.144795467,0.114964371,0.132911696,1.824466132,Ts65Dn,Saline,C/S,t-CS-s
4036_10,0.567587471,1.803211408,0.347169753,2.190757636,5.20957679,0.259848884,0.199143082,5.80450269,0.214832621,1.59907859,1.406062044,0.342520108,0.438697421,0.297062053,0.955438413,0.62485317,2.175547098,2.300599155,0.418612455,0.779406504,0.405865837,0.387096868,0.175790563,1.096997331,3.781956636,1.474036216,0.260371139,0.329732579,0.831364197,0.185710331,0.437085538,2.50436302,0.318215665,0.400647807,0.333130743,0.799415172,0.753615991,0.498756599,0.513477387,0.464207079,0.311034312,0.402273013,0.219215156,0.207996238,1.220126051,0.119666895,0.671559713,0.30635507,0.516781475,1.30402754,0.300612045,0.160493979,0.202504179,0.140335339,0.164746832,0.211402245,0.30315629,0.134685823,0.283822899,0.158777513,0.419254619,0.325219407,2.224172185,2.340869665,0.149238805,1.163125354,0.944187342,0.191759224,0.141154162,0.192814428,0.140963436,0.103522729,0.587419513,0.113821553,0.143468899,0.135978004,1.569927348,Ts65Dn,Memantine,C/S,c-CS-m
