MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4351_1,0.289789228,0.557149693,0.305167382,2.429286895,4.642041165,0.213149879,0.183912882,3.998966088,0.249517042,1.582269386,0.346173532,0.342583665,0.380043172,0.321713905,1.069600551,0.937893995,1.748428055,1.179991836,0.411990488,0.746857248,0.204914853,0.400316173,0.199116508,1.22889866,2.511693103,1.165140633,0.266418516,0.292226134,0.691031088,0.131092481,0.373842778,2.59619702,0.763472257,0.543684814,0.514660422,0.988727215,0.653215276,0.54543497,0.673328679,0.399664172,0.461800105,0.538929955,0.338343056,0.188697263,0.924550637,0.131543927,1.59723228,0.26231456,0.324337413,1.256956472,0.930542821,0.148996873,0.187337269,0.129450011,0.149195089,0.199607803,0.144353014,0.115748413,0.220963627,0.125357218,0.476750404,0.273706626,1.413490073,2.474036953,0.170788048,1.385162248,0.727672235,0.190895399,0.125876159,0.12244957,0.122423091,0.12674949,0.475001666,0.149457552,0.163978795,0.217732584,0.701771585,Control,Memantine,S/C,c-SC-s
4351_2,0.340028522,0.542125554,0.372144659,2.161031366,5.642195797,0.234151086,0.18024336,1.798683307,0.219687993,1.315310537,0.343828192,0.343327318,0.364067677,0.297586706,1.055287738,0.924548306,1.852147261,1.248731901,0.427290362,0.899211374,0.290879216,0.394530128,0.171062965,1.567201906,3.267557512,1.29571923,0.22102207,0.329713667,0.851271537,0.167305967,0.49285737,2.892083197,0.248008313,0.581818389,0.583777469,0.908211177,0.530833326,0.454816028,0.606112483,0.409519172,0.346733096,0.419965456,0.367867324,0.259887667,1.201276855,0.155550958,1.312645543,0.296607001,0.570880357,1.531438578,0.125211014,0.195396891,0.21497402,0.141210395,0.178649653,0.211475948,0.380599017,0.11993141,0.297810905,0.120192426,0.51324613,0.309108644,1.703839938,2.346320175,0.17962967,1.358954811,0.820985048,0.237871248,0.136973153,0.137217147,0.130110576,0.123491442,0.502842669,0.133881413,0.154524625,0.291191972,1.96940312,Control,Saline,S/C,c-SC-s
4351_3,0.229722245,0.494581558,0.212386795,2.071974892,3.017417738,0.283678279,0.128003665,5.553681325,0.243997103,1.890718057,0.339050552,0.377910998,0.290476801,0.264557859,0.988832481,1.005824448,1.805032116,1.14442822,0.374738633,0.678083075,0.208617598,0.372764277,0.191419677,1.555280894,2.49009574,0.880575155,0.206136672,0.247100077,0.679720498,0.176592425,0.347125513,2.886174795,0.997913531,0.476655489,0.556150192,0.802757719,0.562878388,0.347505315,0.564173132,0.319003158,0.298930977,0.436564131,0.489051904,0.153061384,0.97020683,0.139880071,1.739171433,0.228633711,0.291301843,0.880721191,0.136290005,0.163447374,0.180244157,0.128555324,0.161743597,0.169782853,0.261581261,0.11970659,0.236771261,0.140864168,0.584462224,0.269852342,1.915312234,2.205928609,0.167967082,1.295151993,0.849277936,0.217394355,0.112032509,0.128703829,0.129556218,0.143794472,0.458746986,0.128586187,0.207538792,0.235507911,0.979222962,Control,Memantine,S/C,c-SC-m
4351_4,0.270881859,0.573787833,0.3640017,2.298112371,3.068563148,0.217492195,0.186360042,3.62909387,0.23517475,1.117148998,0.322504193,0.33072698,0.301241839,0.235626001,0.727800088,0.826790608,1.509224608,1.754042251,0.493227491,0.603893709,0.290830164,0.370198927,0.175702002,1.1910113,2.314060525,1.116600586,0.256708132,0.283570003,0.737873847,0.1558009,0.396813502,2.245039079,0.719997263,0.453447971,0.42806276,0.733206674,0.578933443,0.3728006,0.518320405,0.36417622,0.301800809,0.312954928,0.436402153,0.141606143,0.762202162,0.165842757,1.946007922,0.276921817,0.263013085,0.990415872,0.126388274,0.160740759,0.181764399,0.128758006,0.140252532,0.197594853,0.168764983,0.112384814,0.263857428,0.156538406,0.526721462,0.309765384,1.571307436,2.309255135,0.152298551,1.326144177,0.875592078,0.213826865,0.160039044,,0.128053241,0.12239707,0.502520602,0.227913151,0.181435292,0.28705084,1.310497175,Control,Memantine,S/C,c-SC-m
4351_5,0.350388002,0.633461304,0.416406358,1.823852577,3.773829453,0.187022074,0.193714594,3.355367534,0.181599877,0.971001555,0.271829075,0.25594258,0.239881953,0.259274122,0.625228971,0.453236795,1.357725347,0.921643278,0.414056612,0.601596953,0.164807187,0.250328803,0.184069247,0.746574771,1.848814022,0.796828829,0.184141194,0.248463331,0.457492441,0.145754713,0.290960561,1.446710081,0.248008313,0.40476142,0.421750352,0.636363957,0.448492085,0.252206039,0.423140665,0.314307024,0.293294857,0.399008637,0.23006443,0.18835181,0.878776424,0.134269548,1.550636319,0.263260594,0.245428316,0.868180293,0.086113204,0.13390884,0.17214507,0.102015557,0.131516439,0.185664573,0.150130443,0.101163275,0.268486241,0.119453411,0.352934074,0.255538225,1.270507285,2.337815069,0.158374209,1.639129469,0.711707434,0.223532548,0.175348149,0.121670802,0.102402554,0.157257035,0.446533672,0.126143943,0.120157831,0.127663131,1.991685903,Control,Memantine,C/S,c-CS-m
4351_6,0.975498131,0.672220988,0.308452424,2.212168745,4.803030686,0.261746116,0.183032525,2.531771581,0.24994302,1.627889251,0.996626598,0.358624706,0.333256094,0.289844241,0.844274779,0.674519446,1.686604772,2.137746272,0.530610228,0.779571346,0.455894453,0.357195561,0.183869568,1.860281816,2.009721032,1.226282115,0.285467114,0.314658552,0.882216521,0.171592935,0.447235115,2.747452389,0.336755267,0.474139883,0.429120635,0.742031711,0.693239564,0.441014087,0.694303993,0.415736779,0.333995212,0.471033197,0.184861765,0.192623733,1.02136662,0.167985724,1.15139819,0.311190214,0.320548341,1.951679364,0.120446175,0.148222285,0.197678322,0.134189509,0.145790414,0.170476023,0.164185789,0.115906913,0.251019939,0.112330523,0.488077127,0.265826609,1.359813915,2.025766654,0.16704013,1.206926231,0.758266565,0.228220537,0.105861914,0.119979847,0.1091755,0.10130874,0.473728962,0.114576227,0.134386758,0.1300104,1.863585941,Control,Memantine,C/S,c-CS-m
4351_7,0.904853582,0.52686951,0.310863251,2.86495194,4.680870962,0.267955389,0.192498164,3.916171253,0.239187357,1.223861001,0.376987493,0.18358209,0.295858895,0.287994898,0.854420806,0.740259015,1.461884749,1.186877554,0.477395319,0.531301866,0.278396076,0.355841519,0.212921858,0.870305389,1.787874174,1.11832372,0.251991366,0.266157448,0.575544211,0.156207552,0.336394894,1.432652274,0.57973859,0.431228626,0.405382866,0.734891032,0.544958742,0.316186813,0.546600702,0.326713327,0.327764654,0.428550597,0.384018049,0.178372895,0.891524641,0.156832623,1.166324541,0.296871228,0.308492713,1.984194612,0.127039675,0.163073054,0.182316945,0.112054765,0.13484949,0.169994654,0.155977231,0.106457437,0.224630858,0.109263096,0.473181432,0.227200947,1.283772175,2.167880987,0.147302474,1.345481689,0.826025361,0.195434152,0.146298473,,0.117014827,0.141453177,0.463131221,0.19381349,0.148451305,,1.085612753,Control,Saline,S/C,c-SC-m
4351_8,0.252608417,0.485477177,0.323343786,2.142816469,4.217615571,0.250763045,0.174514598,5.120512142,0.197435207,1.047924885,0.578714987,0.356435823,0.342371755,0.281157014,0.817773641,0.957306503,1.619906701,1.182221485,0.429999662,0.638960365,0.254659511,0.466491778,0.19099384,1.04323633,3.287287243,1.161089873,0.250449577,0.325470366,0.782677659,0.169028438,0.48398557,2.05059007,0.435333353,0.51461786,0.420169076,0.859130498,0.682667927,0.444975266,0.675313759,0.477757978,0.372943895,0.546121082,0.414572796,0.262144769,1.038618076,0.169611356,0.824246129,0.260647352,0.398508789,1.283380759,0.385463359,0.174994879,0.181042335,0.128136009,0.181329032,0.187563816,0.33765056,0.126081893,0.225328873,0.13848296,0.55722644,0.269475594,1.615333237,2.790613718,0.158674558,1.313401246,0.640595245,0.210291709,,0.126476992,0.123495041,0.144175854,0.465021676,0.214585253,,,0.789404395,Ts65Dn,Memantine,S/C,t-SC-m
4351_9,0.314567922,0.561605279,0.267557971,2.369788184,2.753603934,0.251359414,0.160641358,2.229305123,0.165642648,1.247885897,0.327575885,0.276297049,0.267867318,0.275214431,0.790645443,0.438452935,1.399504163,1.639137223,0.445393395,0.668946455,0.296197026,0.322942637,0.179979608,0.828495761,1.733434364,1.15062561,0.245586018,0.223721429,0.520388495,0.152088187,0.358413631,1.767954987,0.702399137,0.438182809,0.305654939,0.61277472,0.547858626,0.32843653,0.540962362,0.319883239,0.279280742,0.381244278,0.312094052,0.154293416,0.853805398,0.120992261,1.500896632,0.273572785,0.239378861,0.858210052,0.058405282,0.16410436,0.158774334,0.101574797,0.157333135,0.152621761,0.174297807,0.105299819,0.215307621,0.099294636,0.401065053,0.284870109,1.359222276,2.55741595,0.156327492,1.163343554,0.781107547,0.196510814,0.158247675,0.123800401,0.129588099,0.126283023,0.379553658,0.189445987,0.151056513,0.187343248,1.034333007,Control,Saline,S/C,c-SC-m
4351_10,0.346568044,0.507205553,0.315724634,1.946475502,3.259272099,0.249137296,0.195355731,3.959339729,0.224729446,1.193999101,0.308566154,0.351323093,0.299066842,0.285508493,0.707136231,0.68775313,1.266510585,1.101724836,0.484598058,0.70573138,0.252317898,0.325170167,0.178895868,1.163233449,2.454489368,1.17498272,0.232929907,0.255592736,0.645597474,0.169117385,0.359376093,2.03085768,0.995581074,0.465530328,0.409689623,0.736422332,0.57219495,0.35391501,0.547776918,0.371973866,0.315468136,0.389753991,0.346338587,0.186956785,0.875452448,0.134291187,1.933959601,0.252495609,0.354562895,1.41421264,0.066680817,0.13710321,0.188435391,0.127716265,0.158121095,0.192531784,0.170333542,0.110715715,0.212396876,0.111379138,0.560909824,0.279162737,1.358514025,2.587848311,0.172306869,1.32066393,0.715069847,0.228850092,0.155358779,0.135242282,0.139363125,0.142115829,0.444799342,0.114765877,0.175417469,0.184422916,1.96759412,Control,Saline,S/C,c-SC-s
